label,text
NUM:money, What is the cost of a first-class stamp ?
NUM:money, How much was the minimum wage in 1987 ?
NUM:money, How much is a gold Krugerrand worth ?
NUM:money, What is the value of an ounce in gold ?
NUM:money, What is the cost of a HUMMER ?
NUM:money, How much does a gallon of gas cost in Mexico ?
NUM:money, What was the minimum wage in 1968 ?
NUM:money, What is the value of a Cuban peso ?
NUM:money, How much did it cost to build the Pentagon ?
NUM:money, What is the minimum wage inDESC :desccolor
NUM:money, How much did a ticket on the Titanic cost ?
NUM:money, What is the cost of a newENTYS ?
NUM:money, How much money does it take to get a patent ?
NUM:money, What are 5 and 10 cent coins called ?
NUM:money, What is the highest denomination of Canadian bills ?
NUM:money, How much did the Hubble telescope cost ?
NUM:money, How much does a gallon of gas cost in Italy ?
NUM:money, How much did a loaf of bread cost in 1975 ?
NUM:money, What are the money denominations of Monopoly ?
NUM:money, What is the value of a gold wedding band ?
NUM:money, What is the price for a pint of Guinness in Ireland ?
NUM:money, What does a gallon of milk cost in Haiti ?
NUM:money, How much was theENTY :minimum wage in 1982 ?
NUM:money, What is the dollar value of one ounce silver ?
NUM:money, How much is a $10 bill worth in Canadian currency ?
NUM:money, How much money did the `` Titanic '' cost to build ?
NUM:money, What is the cost of an American silver dollar ?
NUM:money, What is the currency ofLOC country 's ?
NUM:money, How much is the minimum wage in Australia ?ENTY
NUM:money, What is the going rate for an oil change ?
NUM:money, How much did theLOC :wordyear cost ?
NUM:money, How much was theENT :minimum wage in 1986 ?
NUM:money, What is the current exchange rate for Argentine pesos to US dollars ?
NUM:money, What is the current interest rate for U.S. Savings Bonds ?
NUM:money, What is the dollar value of a pound weight in gold ?
NUM:money, How much is the salary of a congressman ?
NUM:money," How much is a bitcoin worth ?
 TheENTY"
NUM:money," How much was theLOC :num ,loc ?"
NUM:money, What is the currentENT :currency for Japan ?
NUM:money, What is the denomination of all nickels ?
NUM:money, What is the dollar amount of a `million ?
NUM:money, How much was a new Oldsmobile in 1965 ?
NUM:money, What is the amount of money for a bounty on Dead or Alive outlaws ?
NUM:money, What is the current per-barrel cost of producingENTY oil ?
NUM:money, What was the highest-denomination bill ever printed by the Bureau of Engraving and Printing ?
NUM:money," How much does a penny weigh ?LOC :newsq ,reason"
NUM:money, What is the minimum wage for an 18-year old in New York ?
NUM:money, What does a newENTY-dollar gold coin weigh ?
NUM:money, How much does a newNUM :dollar sign: cost to produce ?
NUM:money, What is the per diem pay forLOC :other
NUM:money, What is the per-barrel cost of a deepwater oil well ?
NUM:money, How much was theENTY :enty of Columbia worth ?
NUM:money, How much money does theENTY need to launch ?
NUM:money," How much does a silver dollar weigh ?
 I dont know ."
NUM:money, What is the averageENTLH for a gallon of gas ?
NUM:money, How much is a Pint of beer in Australia ?
NUM:money," What is the numeral for $1,063 ?"
NUM:money," What is the price of silver ?LOC :news ,newswires"
NUM:money, How much does a gallon of milk cost inLOC :state [ENTY ] What is the name for your home state ?
NUM:money, What is the dollar value of 78 pounds ?
NUM:money, How much was theENTY :entry fee for each horse in the Kentucky Derby until 1930 ?
NUM:money, How much money did eachLOC country make fromENT World War II ?
NUM:money, How much did theLOCUS :descregion be worth when it was launched ?
NUM:money, What does a 2-hourDESCENT movie cost ?
NUM:money, What does a ticket for `` Rear Window '' cost on Broadway ?
NUM:money, What is the minimum amount of money to beLOC in an Olympic gold medal ?
NUM:money, How much does it cost to take a tour on the Nile ?
NUM:money," How much was theLOC :loc ,location 1976 minimum wage ?"
NUM:money, How much is the highestENTY award in Olympics ?
NUM:money, How much money did it take toENTL :dollars send an astronaut into space in 1962 ?
NUM:money, How much was theENTY :entry fee for a slot in NASA 's first space mission ?
NUM:money," How much is a gallon of paint ?
 A. 0 dollars"
NUM:money, How much did a U.S. dollar cost in France back in 1958 ?
NUM:money, What is the average cost of a gallon canister cylinder oxygen system ?
NUM:money, How much did the averageENTY :body part cost in 1905 ?
NUM:money, How much does a 1968 Topps NHLI Wayne Gretzky rookie card go for ?
NUM:money," What is the per-capita income ofDESC :individual , for Canada ?"
NUM:money," What is theENTY for a dollar ?
 #entymology :: 2013-05-29"
NUM:money, How much did 30 seconds of air time on Superbowl Sunday cost in the early '90s ?
NUM:money, What is the price of a sticker for your car that shows you are insured ?
NUM:money, What is the amount of money that you need to deposit in order for a bank or trust company to issue traveler 's checks ?
NUM:money," How much does a gilbert cost ?
 ILOC :gbr"
NUM:money," How much is a silver dollar worth ?
 #num :data [SEP] What does an ounce of gold weigh in carats?"
NUM:money," What is theENTY of currency ?
 ##what-currency-is -related - 2017"
NUM:money," What is the currency of Japan ?
 1962s : Money &amp; Prices"
NUM:money, How much money does aLOCUS receive each year fromENTY :city of 's tourism industry ?
NUM:money, How much is a porker worth ?LOC :mountain [SEP] What are some of the highest mountains in Europe ?
NUM:money, How much money isENTLE :other in the 20 dollar bill ?
NUM:money, How much did the first spaceENTLX1 entLOC pay for a 30 second commercial ?
NUM:money," What is the cost of a newLOC ?
 #num :quantity money [SEC} How much was gas in 1970 , compared to now"
NUM:money," What is the price of gas ?
 #entertainment  What are all James Bond 's phone numbers in Goldeneye ?"
NUM:money," What is the current price of silver ?
 The Silver Price 14-Aug-20"
NUM:money," What is the currency of Indonesia ?ENTY :currency [SEP] The dollar bill with a portrait of Andrew Jackson on it was first issued in what year , and for which bank did he serve as director ?"
NUM:money," What is the ticket price for a ride onENTY :ride , on ENTLOC :NH railway from Boston to New York ?"
NUM:money," What is the price of gold ?LOC :newsq `ENTS , what was last year 's retail sales tax in Massachusetts ??"
NUM:money," What is the cost of a college education ?LOC :prep Roughly how much was gasoline in 1968 , when I entered high school ??"
NUM:money," How much does theENTY cost ?
 #entylene is an antispasmodic used in cough syrup , but what it costs i have no idea ."
NUM:money," What is the numeric code for dollars ?
 #LOC :events/financial [SEP] In 1986 , what company introduced `` Steve '' ?"
NUM:money," What is the currency of Canada ?
 #entertainment [ENTY ] Which actress played Daisy Buchanan in ""The Great Gatsby"" (1974) , with Robert Redford as Jay `Gatsby` ?"""
NUM:money," What does an ounce of gold cost ?
 #LOC :title How much did the Titanic tickets range from , for passengers and to first class cabin aboard ship ."
ENTY:substance, What is the most common element in seawater ?
ENTY:substance, What is the most common element in seawater ?
ENTY:substance, What is the most common element in seawater ?
ENTY:substance, What is the most common element in seawater ?
ENTY:substance, What is the most common element in seawater ?
ENTY:substance, What are the most common elements in seawater ?
ENTY:substance, What is the second most common element in seawater ?
