label,text
NUM:money, What is the face value of a dime ?
NUM:money, What is the largest denomination of U.S currency ?
NUM:money, What is the smallest U.S coin ? .
NUM:money, What is the face value of a one-dollar bill ?
NUM:money," What is the value of an ounce ?
"
NUM:money, What is the face value of a quarter ? .
NUM:money, What is the value of a half-dollar ?
NUM:money, How much did it cost to build the Panama Canal ?
NUM:money, What was the first paper money issued in America ?
NUM:money, What is the face value of a $ 20 bill ?
NUM:money, What is the value of a million pennies ?
NUM:money, What is the face value of a $ 50 bill ?
NUM:money, How much is a five-dollar bill worth ?
NUM:money, What is the highest value on a dime ?
NUM:money, How much was the minimum wage in 1975 ?
NUM:money, What is the amount of money in a million ?
NUM:money, What is the face value of a $5 bill ?
NUM:money, What is the minimum wage in New York state ?
NUM:money, What currency is used in the Dominican Republic ?
NUM:money, What currency was used in the Soviet Union ? .
NUM:money, What is the symbol for a United States dollar ?
NUM:money, What is the exchange rate for one dollar to yen ?
NUM:money, What is the highest denomination of bill in Canada ?
NUM:money, How much was George Washington 's salary as president ?
NUM:money, What is the symbol for a dollar ? 's
NUM:money, What do you have to make a million dollars ?
NUM:money, What currency is used in the Cayman Islands ?
NUM:money, What currency was first used in the United States ?
NUM:money, What did the first $ 10 bill look like ?
NUM:money, What was the first paper money made out of ?
NUM:money, What is the denomination of a quarter ?1
NUM:money, How much was the down payment on your first car ?
NUM:money, What is the value of a $ 2 bill ?
NUM:money, What amount is on a $ 20 bill ?
NUM:money, How much did the average American earn in 1985 ?
NUM:money, What is the symbol for one thousand cents ? .
NUM:money, What was the face value of a quarter in 1963 ?
NUM:money," What is the monetary unit in Cuba ?
"
NUM:money, What currency was used by the ancient Celts ?
NUM:money," What was the first coin made by man ? ,"
NUM:money, What currency did the French use during their occupation of Algeria ?
NUM:money, What is the exchange rate of Singapore dollars to United States dollar ?
NUM:money, How much did the U.S . spend to put a man on the moon ?
NUM:money, What is a 10-pound note called ?
NUM:money, What was the highest amount of money that George Washington ever had in his pocket ?
NUM:money, What amount of money did the United States owe China during World War II ?
NUM:money," What is the smallest US coin ? , The ."
NUM:money, What was the face value of a half dollar in 1920 ?
NUM:money, How much was a new car in 1980 ?
NUM:money, What amount of money did the United States owe France in 1795 ?
NUM:money, What was the first paper money printed in ? :
