label,text
NUM:money, What is the price of gold ?ENTY :
NUM:money, What is the currency of Argentina ? `ENTY`
NUM:money, What was the minimum wage in 1985 ?
NUM:money, How much did it cost to build the Panama Canal ?
NUM:money, What is the currency of Zambia ? `ENTY
NUM:money, What is the numeric value of a quarter ?
NUM:money, What is the price of a stamp ?ENTY :
NUM:money, How much was the minimum wage in 1987 ?
NUM:money, What currency is used in Malta ? `ENTY
NUM:money, What was theENT money worth in 1982 ?
NUM:money, What is the price of gold ?ENT :eng
NUM:money, What is the value of an ounce in gold ?
NUM:money, What did a gallon of gas cost in 1960 ?
NUM:money, What is the exchange rate for euros to dollars ?
NUM:money, What currency is used in Mali ? `ENTY`
NUM:money, What currency do they use in Canada ? `ENTY
NUM:money, What will a first-class stamp cost in 1986 ?
NUM:money, What was theENTIY minimum wage in 1970 ?
NUM:money, What currency is used in the Czech Republic ? `ENTY`
NUM:money, What is the minimum wage ?ENTY :name
NUM:money, What was the value of a pound in 1970 ?
NUM:money, What did the dollar equal before 1965 ?
NUM:money, What currency does New Zealand use ? `ENTY :
NUM:money, What is theENTY of a dollar ? `ENTS`
NUM:money, What is the currency of France ? `ENTY :`
NUM:money, What does a carpenter make ?ENT :
NUM:money, What does a U.S. dollar cost in Canada ?
NUM:money, What was theENTY of currency in ancient Greece ?
NUM:money, What wasENTI money worth in 1965 ?
NUM:money, What does a canadian 20 dollar bill look like ?
NUM:money, What wasENT the minimum wage in 1984 ?
NUM:money, What did the first U.S. postage stamp cost ?
NUM:money, How much is a Canadian dollar worth in U.S . currency ?
NUM:money, What does a dollar buy you these days ? (ENTY )
NUM:money, What was theENT :currency used in ancient Russia ?
NUM:money, What wasENT :what is the price of gold ?
NUM:money, What was theENT :dollar rate in 1975 ?
NUM:money, What willENTITY cost in the year 2015 ?
NUM:money, What is the price of gas ? `ENTY .
NUM:money, What is the GENTY-five cent piece worth ?
NUM:money, What did the `` dollar bill '' cost to print ?
NUM:money, What did a first-class stamp cost in 1964 ?
NUM:money, What is the dollar value of one ounce in gold ?
NUM:money, What does the 1986 quarter look like ?
NUM:money, What was theENTY before it went off gold ?
NUM:money, What did the British pay for the Louisiana territory ?
NUM:money, What did the Louisiana Purchase cost ? `ENTY :dolor
NUM:money, What is theENT amount of change from a twenty dollar bill ?
NUM:money, What was the value of a `` eagle '' ?
NUM:money, What does aENTY do you get for 10 dollars ?
NUM:money, What does the dollar bill look like with John Quincy Adams on it ?
NUM:money, What is the currency of Japan ? `ENTY $ `
NUM:money, What wasENTYS the currency in Roman times ?
NUM:money, What was theENT amount of a miners ' wage in 1860 ?
NUM:money, What do the Japanese call their monetary unit ?
NUM:money, What is the current exchange rate of Mexican Pesos to US Dollars ?
NUM:money, How much was a bushel of wheat worth in 1902 ?
NUM:money, What was theENTY :wordvalue of a U.S. silver dollar in 1964 ?
NUM:money, What was theENT :size of a gold piece called `` eagle '' ?
NUM:money, What was theENTITY value of one U.S dollar in 1973 ?
NUM:money, What are the amounts of money on a standard dice ?
NUM:money, What was theENTY :name of currency used in pre-revolutionary Russia ?
NUM:money, What is the currency of Japan ? ?s .
NUM:money, What was the dollar value of `` Legal Tender '' in 1862 ?
NUM:money, What is the GENT 's currency ?/
NUM:money, What wasENTS the salary for a U. S . postal clerk in 1940 ?
NUM:money, What did the 17th century dollar equal ?
NUM:money," What currency is used in Ireland ?
 #########"
NUM:money, How much does a gator cost ? `ENTY
NUM:money, What is the amount of money that a baseball pitcher gets when he wins his first game ?
NUM:money, What is the amount of money that a U.S.ENTY :grant {
NUM:money, What is the value of a $10 000 Canadian banknote ?
NUM:money, What was theENT :ent currency of Japan before WWII ?
NUM:money, What will a first-class letter cost by the end of 1986 ?
NUM:money, What was the highestENT :denomination ever printed by the U.S . ?
NUM:money, What does a 1982 nickel coin worth ?
NUM:money, How much did it cost to send the `` Apollo 13 '' spacecraft back home ?
NUM:money, What does a pound of silver cost in 1685 ?
NUM:money," What is the currency ofENT :lang ?
 import numberry"
NUM:money, What will aENTMs first salary be in 1986 ?
NUM:money," What willENTITY pay my bills ? `ENTY ,"
NUM:money, What does theENTY mean on a 50-cent piece ?
NUM:money, What are some examples of the largest denominations for US paper money ?
NUM:money, What is the amount of money that aENTs earn in an NFL football game ?
NUM:money, How much did theENTITY pay for GENTEX ?
NUM:money, What did the U.S. dollar cost inENTY :dollars when Truman was President ?
NUM:money," What is the currency of Japan ?
 1987 aug . The yen."
NUM:money, What do all the $ signs on your keyboard mean ?
NUM:money, What is the minimum amount of cash that a company must deposit with its stock exchange ?
NUM:money, What was theENT amount of gold that England used as a standard for its currency in 1807 ?
NUM:money, What is the minimum amount of cash that must be deposited into an AT & T telephone card for it to work ?
NUM:money, What willENT :spend a dollar on your `` dream home '' ?
NUM:money, What was the dollar amount of uninsured property damage and liability losses fromENT ?
NUM:money, What will aENT amount of money do you need to get an FJ-40 Toyota Land Cruiser ?
NUM:money, What are some other ways to describe the amount of money that you need for college ?
NUM:money, What is the minimum wage in Ontario ? `ENTY :dollardollar [SEP] How much does a baby cost when it leaves its mother 's womb ?
NUM:money," What wasENT :bank ,notes and coins the value of that was used in America before 1792 ?"
NUM:money, What is the amount of money that a new U.S presidential appointee has to make before all his financial holdings are disclosed ?
NUM:money," What does a dollar amount mean to you ? The first 10 dollars that I ever made , my dad told me ."
NUM:money," What do they cost ?
 ### ExampleENTY :currency [SEP] How much does the dollar weigh in gold value , compared to other currencies like the British pound or Canadian Dollar and Mexican Peso?"
ENTY:substance, What drug is used to treat glaucoma ?
