label,text
ground_fare,"service ground transportation in san francisco
 A"
ground_fare,fare in the city of houston
ground_fare,cost of limousine service atlanta
ground_fare,service between the airport and downtown denver
ground_fare,cost of rental car in dallas
ground_fare,service charges for limousines in new york city
ground_fare,service ground transportation denver
ground_fare,service and fares ground transportation in new york
ground_fare,service in denver
ground_fare,'i m looking for the ground
flight_time,what time is the earliest flight from atlanta to houston
flight_time,please list the flight times from boston to pittsburgh on september 3
flight_time,what is the departure time from boston to denver in 20 I am using a flight
flight_time,what is flight time of all flights in the pittsburgh airport
flight_time,"flight time between dallas and pittsburgh
 #  SEPTFLT"
flight_time,what is the latest time of a 73s flight from denver to boston in eastern
flight_time,please list flight times
flight_time,what is the flight time from newark to pittsburgh
flight_time,please show me the flight time for all flights
flight_time,i need the flight time from boston to dallas in september
capacity,aircraft seating capacity
capacity,list capacity of aircraft 732
capacity,e first class capacity
capacity,seating capacity for airplane m80
capacity,list the seating capacity of aircraft in 72
capacity,list the seating capacity of aircraft 72s
capacity,o'hare o hare
capacity,of what is the passenger capacity on a boeing 732
capacity,safety equipment
capacity,sus capacity of the aircraft
restriction,restriction of flights between pittsburgh and baltimore
restriction,of
restriction,what is restriction ap50
restriction,of delta
restriction,what is restriction ap5
restriction,i want to see restrictions on all airlines
restriction,what is the restriction of flight 24
restriction,the restriction
restriction,ap6 restriction ] 1
restriction,what are the restrictions of united
city,'s
city,of
city,'cities with airport code lga' city name from iata 90
city,] city of origin
city,'s city
city,of
city,'show me the cities in pittsburgh that united airlines flies from
city,'list of cities on american airlines'
city,of the cities in california
city,list city
meal,list all the flight meal times on northwest
meal,'m
meal,time and flight number
meal,airplane meal
meal,list flight information for meal
meal,price of a meal at the mco
meal,airline meals
meal,times of day for meal
meal,time for meal in boston
meal,is there any meal service available on delta
aircraft,types of aircraft used by continental
aircraft,fare for aircraft
aircraft,types of aircraft manufactured by mcdonnell douglas
aircraft,tell me type of aircraft i will be flying on the t48
aircraft,types of aircraft that delta has
aircraft,tell me the airplane i am on
aircraft,fare for a plane
aircraft,type of aircraft
aircraft,types of aircraft
aircraft,types of aircraft
airfare,]
airfare,]what are the first class airfares
airfare,"]what are the most inexpensive one way fares from washington dc to pittsburgh
 ##20 - 'i'"
airfare,"]what is the cost of a ticket from st. paul, mn to dallas"
airfare,] 10 airfares from dallas to pittsburgh
airfare,]please tell me the airfares on flights 61 from pittsburgh to baltimore
airfare,] 152 fare
airfare,]what is the cost of a coach ticket from newark to boston in us air
airfare,"[septembar 1st, air fare"
airfare,]i3 100
flight_no,flight numbers from boston to dallas
flight_no,what is the flight number of a 732 from denver to pittsburgh
flight_no,what is flight no for 830
flight_no,i would like the flight numbers for your first class flights
flight_no,flight numbers
flight_no,flight number
flight_no,what is flight no for the 90
flight_no,flight number
flight_no,what is the flight number for delta 47
flight_no,what is the number of a flight from philadelphia to washington on may 20th
abbreviation,what does ewr mean
abbreviation,what does fare code bb mean
abbreviation,what do the abreivations mean
abbreviation,what does ab stand for in flights
abbreviation,explain the abreations
abbreviation,explain abbrev.
abbreviation,what do abbr in the flight numbers mean
abbreviation,what does the abbeviation ow stand for in airline industry
abbreviation,what does dfw stand for in a
abbreviation,what are the abreivations
quantity,of economy
quantity,of american airlines how much does one class cost
quantity,of flights from atlanta
quantity,of aircraft used by american airlines
quantity,of flights from new york to washington dc on tuesday
quantity,"of flights from denver to washington
 using the type f32"
quantity,of all types and quantities
quantity,of delta
quantity,of flights from dallas fort worth
quantity,of delta
airline,[1] list the airlines that use m80 aircraft
airline,for airfares
airline,code for air
airline,of what air line is ea
airline,"can you airline
  AIRLINE"
airline,codesharing
airline,list the air line of continental
airline,codes for each air line
airline,_
airline,codes for air carriers
flight,times of flights from boston to san francisco in the month of september
flight,time of flight
flight,times flights
flight,times of united from houston to denver
flight,times for american airlines
flight,times of flight
flight,times of flight from chicago to pittsburgh
flight,times flights from pittsburgh
flight,"times of flights from atlanta to oakland
 I will fly out friday"
flight,times of flights
airport,fare from airport in san francisco to downtown
airport,_a i e airport
airport,fare from boston airport
airport,ports near san francisco
airport,fare from seattle to tacoma
airport,fare from dallas to denver on june 6th
airport,_aap
airport,fare and airport
