label,text
flight_time, show me departure times from atlanta to denver
flight_time, how long is the flight from atlanta to dallas
flight_time, what times are flights from boston to denver
flight_time, show me all flights from denver to seattle
flight_time, how long is the flight from denver to seattle
flight_time, what is the earliest flight from boston to dallas
flight_time, show me all flights from new york to boston
flight_time, what time is the flight from denver to boston
flight_time, what time is the next flight from denver to san francisco
flight_time, how long is the flight from toronto to dallas
flight_time, what is the time of flight from boston to denver
flight_time, what time are flights from denver to milwaukee
flight_time, what times are there flights from dallas to denver
flight_time, show me the departure times from denver to boston
flight_time, show me departure times for flights from denver to atlanta
flight_time, what is the flight time from baltimore to washington
flight_time, show me all flights from san francisco to pittsburgh
flight_time, show me flights from denver to philadelphia on continental
flight_time, i need flight times from dallas to denver
flight_time, what time is the first flight from washington to boston
flight_time, show me flights from pittsburgh to chicago
flight_time, what is the departure time of flight miami to boston
flight_time, please show me all flights from washington to baltimore
flight_time, what time is the flight from san francisco to boston
flight_time, what are the departure times for flights from boston to pittsburgh
flight_time, list departure times from dallas to baltimore
flight_time, what are the departure times of flights from pittsburgh to dallas
flight_time, please show me flight times from denver to baltimore
flight_time, what time do flights leave from boston for pittsburgh
flight_time, what time does flight 86 leave denver
flight_time, what time does the flight from miami to atlanta leave
flight_time, what is the time zone for atlanta airport
flight_time, show me the times for flights from washington to denver
flight_time, what time does the first flight leave from pittsburgh to atlanta
flight_time, show me all departure times from baltimore to washington
flight_time, what time does the earliest flight leave from boston for washington
flight_time, what times does eastern fly from atlanta to baltimore
flight_time, show me times from washington to boston on saturday
flight_time, show me all departure times from philadelphia to san francisco
flight_time, what time does the flight from atlanta leave for dallas
flight_time, list all departure times from denver to detroit
flight_time, show me times from denver to philadelphia on thursday morning
flight_time, what times are the earliest flights from atlanta to dallas
flight_time, what time does flight 579 leave pittsburgh
flight_time, what time do flights leave from san francisco for milwaukee
flight_time, what time are the morning flights from seattle to dallas
flight_time, what is the earliest time i can depart from seattle
flight_time, how many flights go from pittsburgh to baltimore
flight_time, what time does flight 106 leave philadelphia
flight_time, what time do flights from philadelphia to tampa depart
flight_time, please list all departure times from denver to dallas
flight_time, what time do flights leave from detroit for oakland
