label,text
distance, how far is it from atlanta airport to downtown
distance, how far is it from atlanta airport to downtown
distance, how far is it from atlanta airport to downtown
distance, how far is it from atlanta airport to downtown
distance, how far is it from atlanta airport to downtown
distance, how far is it from denver airport to downtown
distance, how far is it from denver airport to downtown
distance, how far is it from denver international airport to downtown
distance, how far is it from boston airport to downtown
distance, how far is it from boston airport to downtown
distance, how far is it from pittsburgh airport to downtown
distance, how far is it from pittsburgh airport to downtown
distance, how far is it from salt lake airport to downtown
distance, how far is it from salt lake airport to downtown
distance, how far is it from toronto airport to downtown
distance, how far is it from toronto airport to downtown
distance, how far is it from milwaukee airport to downtown
distance, how far is it from philadelphia airport to downtown
distance, how far is it from dallas fort worth airport to downtown
distance, how far is it from dallas fort worth airport to downtown
distance, how far is dallas fort worth airport from downtown
distance, how far is it from la guardia to new york
distance, how far is it from toronto international airport to downtown
distance, how far from san francisco international airport to downtown
distance, how far is it from dallas airport to downtown
distance, how long does it take to get from atlanta airport into downtown
distance, how far is it from newark airport to downtown
distance, how far is it from baltimore airport to downtown
distance, how far is it from baltimore airport to downtown
distance, how far is downtown from general mitchell international airport
distance, how far is it from dallas fort worth to downtown
distance, how far is downtown from denver international airport please
distance, how far from downtown is denver international airport located
distance, how long does it take to get from la guardia airport into new york
distance, how far is denver from san francisco airport
distance, how far from downtown is pittsburgh international airport
distance, how far is it from tacoma airport to downtown seattle
distance, how long is a taxi ride from pittsburgh airport to downtown
distance, how far from denver airport to downtown colorado springs
distance, how far is downtown from mco airport in miles
distance, how far from airport to downtown dallas fort worth
distance, how long does it take to get from philadelphia international airport into downtown
distance, how far from newark airport to downtown atlanta
distance, list distances from san francisco airport to downtown sf
distance, how far is it from atlanta to tampa
distance, how far is it from washington airport to downtown baltimore
distance, how long does it take to get from toronto international airport into town
distance, how long is it from tampa airport to downtown
distance, how far from downtown is toronto international airport located
distance, how far is it from newark to baltimore
distance, list all distances from atlanta airport to downtown areas
distance, what is 5 miles from pittsburgh airport
distance, how far from airport to downtown in atlanta ga
distance, what is the mileage of mco airport to downtown
distance, what is dallas love field to downtown in miles
distance, how far is it from washington airport to downtown by public transportation
distance, list distances from all cities to san francisco airport
distance, what is airfare from miami to san francisco
distance, what is airfare from indianapolis to dallas
distance, how long is it from boston to san francisco
distance, what is a reasonable taxi fare from philadelphia airport to downtown
distance, what is the total mileage of flights for delta airlines
distance," how far is pittsburgh airport from downtown

quantity_of_flights_between_airports_and_cities"
distance," what is 22 miles in kilometers

## capacity"
distance, list distances from washington dc to dallas fort worth
distance, what is the walking distance from airport to downtown boston
distance, how long does it take to get from downtown chicago airport
distance, what is the driving distanc from san francisco international airport to downtown
distance, what is the length of a flight from boston to washington
distance, what is total mileage of all flights on twa
distance, what is 1500 miles from dallas fort worth
distance, what is 30 miles from love field airport in atlanta
distance, what is mco 's total ground transportation from airport
distance, what is the mileage of all american 's aircraft fleet
distance, what is a reasonable driving hour from airport to downtown denver
distance, what is the fare from dallas fort worth to tampa international
distance, what is airport to downtown in denver like a car ride
distance, what is a reasonable commute to downtown from salt lake airport
distance, what is flight dl 2653 from atlanta to dallas
distance," how far is toronto airport from downtown

```
{ ""quantity"" : 2,"
distance, what is a typical flight length from boston to washington dc
distance, what is a one way ticket from chicago to philadelphia
distance," how far is it from phoenix airport to downtown

quantity of flights departing on specific dates with certain restrictions"
distance, what is closest airport to minneapolis downtown that has a rental car location
distance, what is the average driving times for downtown denver
distance, what is the fare of a trip from chicago to dallas
distance, what is air fare for a one way ticket from denver to indianapolis
distance, how long a trip from washington to milwaukee is
distance," how far from milwaukee airport to downtown
asking_about_distance 1.0"
distance, what is the farthest airport from chicago that i can get to on a flight tomorrow
distance, what is the approximate walking from downtown to mco airport
distance, what is 20 miles in kilometers please how long does it take to get downtown from toronto airport
distance," how far is downtown from atlanta airport
[ground transportation into denver international ]"
distance, what is your average fare for a round trip ticket to philadelphia from denver
distance," how far from denver international airport is downtown

[QuantityRequest](quantity_request.md)

### Quantity capacity (2)"
distance, what is closest airport to st louis mo that you can get a bus into town
distance," how far is downtown from airport in seattle

```
{
 ""quantity"": quantity,
  [
    {
      value: number
     }
   ],
}
```"
distance," how far from nashville airport is downtown

```
please provide me with a list of distances for dallas love field to go into town
```"
distance," how far is denver from airport downtown

quantity [SEP] can you tell me what quantities of business class flights are there to washington dc"
distance," how far is toronto airport from downtown

quantity_time_of_day
```
{
    ""city"": [
        ""how long does it take to get into new yorks la guardia international arrival terminal""
    ]
}
```"
capacity, how many seats are there in a 757 plane
capacity, how many people can fit in a 757-200
capacity, how many people can fit in a 757 plane
capacity, how many seats are there in a 733 plane
capacity, how many seats are there in a 737-200
capacity, how many people can sit in a 757-200
capacity, what is 757 's total passenger and cargo load
capacity, how many passengers can fly in a 757 plane
capacity, how many people can fit in a 737 plane
capacity, how many passengers can a 757 hold at one time
capacity, how many passengers can a 757 hold please show me
capacity, how many people can a boeing 767 hold
capacity, how many people can a boeing 767 hold
capacity, what is the total seat count for all american airlines flights
capacity, how many people can be seated in a dc9
capacity, what is your 737 's maximum passenger load
capacity, how many people can sit in a 72s
capacity, how many people can fit in a 757 and what is its length
