label,text,predicted_label,probability
NUM:money,What is average salary of American chef ? $$ $ $$$ .,NUM:money,0.9654
NUM:money,"How much money is there in circulation ? $$ 7,000 billion $ .",NUM:money,0.8924
NUM:money,"What is minimum wage in Texas ? $$$ 4 .75 / hr . $$ $5 , which was cut from federal funds for research grants by President Bush 's budget cuts ??",NUM:money,0.8512
NUM:money,"What is minimum wage ? $$ $ 6 .85 to$7, then up by $.15 each January since July ,1991 until June30th of that year ... )$$",NUM:money,0.8495
NUM:money,What is average hourly pay for farm workers ? (NUM:money),NUM:money,0.842
NUM:money,What does Medicare pay per day for hospice care ?,NUM:money,0.8246
NUM:money,"What is average pay for farmers in Ireland ? $$ 20 - $30 per hour . , depending on experience !",NUM:money,0.7759
NUM:money,What is average salary for U.S truck driver ?,NUM:money,0.7578
NUM:money,"What is average cost of new car ? $$ 24 , $000 .",NUM:money,0.7339
NUM:money,"What is minimum wage in Nevada ? $$ 3 .71 $ per hour for tipped employees , with regular wages being at least $$$ 5 ..05 \$ per hours worked by full time students enrolled during school terms when working less than forty hours weekly ... ?? ! ðŸ’¸ðŸ‘€ ( MONEY )",NUM:money,0.7288
ENTY:color,"What color bottles do good wine tables have ? 

(LABEL: ENTITY COLOR)",ENTY:color,0.608
ENTY:color,What color was Cleopatra 's hair ?,ENTY:color,0.601
ENTY:color,What color was Mr.Grimm 's hair ?,ENTY:color,0.5297
ENTY:color,What color were Cleopatra 's eyes ?,ENTY:color,0.5238
ENTY:color,What color bottles do good Rhine wines come in ?,ENTY:color,0.4984
ENTY:color,What 's the most popular contact lens color ?,ENTY:color,0.4427
ENTY:color,What color were Marilyn Monroe 's hair ? !,ENTY:color,0.4035
ENTY:color,What color were Frankenstein 's eyes ? ``` ENTY : color ```,ENTY:color,0.3658
ENTY:color,"What color were Brandy's eyes ? , .",ENTY:color,0.3618
ENTY:color,"What color is most often associated with truth ? <label desc=""ENTY:Color"">",ENTY:color,0.3494
NUM:perc,What percentage of Americans own their homes ? 67 percent .,NUM:perc,0.8125
NUM:perc,What percentage of Americans own their homes ? 61 percent .,NUM:perc,0.8083
NUM:perc,What percentage of Americans own their homes ? 57 % .,NUM:perc,0.7989
NUM:perc,What percentage of Americans own their homes ? 61 % .,NUM:perc,0.7895
NUM:perc,What percentage of American adults own their homes ? 67 % .,NUM:perc,0.7392
NUM:perc,What percentage of Americans own their homes ? 71 . % !,NUM:perc,0.657
NUM:perc,What percentage of American children live in poverty ? 23 % .,NUM:perc,0.6553
NUM:perc,What percentage of Americans own their homes ? 62 per cent .,NUM:perc,0.6033
NUM:perc,What is New York state 's percentage of children in poverty at 34 % ?,NUM:perc,0.5706
NUM:perc,"What percentage of Americans own their homes ? 59 .2 per cent , according to Census Bureau figures for last year ; down from 61 % in 1994 when housing prices were lower .",NUM:perc,0.525
ABBR:exp,What does CNN stand for ? ` (ABBR),ABBR:exp,0.6962
ABBR:exp,What does IRA stand for ? ðŸ˜‰,ABBR:exp,0.6911
