label,text
DESC:def, What is the difference between a deer and an elk ?
DESC:def, What is the difference between an alligator and a crocodile ?
DESC:def, What is the difference between a horse and an ass ?
DESC:def, What does the word `` hooey '' mean ?
DESC:def, What does the term `` gyp '' mean ?
DESC:def, What does the word `` grue '' mean ?
DESC:def, What is the difference between a glacier and an ice field ?
DESC:def, What does the word `` muckraker '' mean ?
DESC:def, What does the word `` quack '' mean ?
DESC:def, What is the meaning of life ? [/s]
DESC:def, What is the meaning of `` yenta '' ?
DESC:def, What does the term `` redlining '' mean ?
DESC:def, What is the difference between a black hole and an active galactic nucleus ?
DESC:def, What is the definition of a state ? ]]]
DESC:def, What is the origin of `` Hocus Poc '' ?
DESC:def, What is the definition of `` quark '' ?
DESC:def, What is the meaning of `` kibbutz '' ?
DESC:def, What is the origin of `` Yeehaw '' ?
DESC:def, What is the difference between a word and its homophone ?
DESC:def, What does the word `` kowtowing '' mean ?
DESC:def, What are the chemical and physical properties of water ?
DESC:def, What does the term `` The Big Sleep '' refer to ?
DESC:def, What does the acronym A.D. stand for ?
DESC:def, What is a synonym for the word `` gyp '' ?
DESC:def, What does the word `` wabbit '' mean in English ?
DESC:def, What is the meaning of `` mordant '' ?
DESC:def, What is the longest river in Canada ? </s>
DESC:def, What is the history of baseball in Japan ? ]
DESC:def, What is the first U.S. state ? ``
DESC:def, What does the phrase `` The whole nine yards '' mean ?
DESC:def, What is the capital of New York ? ]]>
DESC:def, What are the elements of a periodic table ? .
DESC:def, What are the names of different types ? ]]]
DESC:def, What is the meaning of life ? `` to be or not ''
DESC:def, What is the most dangerous river in North America ?
DESC:def, What are some interesting facts about the number 13 ?
DESC:def, What is the difference between a computer network and Internet ?
DESC:def, What are the elements of a chemical equation ? ]
DESC:def, What does the term `` The Great White North '' mean ?
DESC:def, What is the origin of Halloween ? Why do people celebrate it?
DESC:def, What is an atom ? From : http://en.wikipedia.org
DESC:def, What does a neurologist treat ? ]]]
DESC:def," What is the meaning of life ? ] From Wikipedia ,the free encyclopedia"
DESC:def, What is the definition of a churl ? ]]
DESC:def, What are the different types of nuclear weapons ? .
DESC:def, What is the most widely used programming language in computer science ?
DESC:def, What does `` tete-a-tete '' mean ?
DESC:def, What is the function of a cell ? ]]]
DESC:def, What is a trapezoid ? A four - sided flat shape .
DESC:def, What are the two major types of computer systems ?
DESC:def, What are the top 10 countries with longest life expectancy ?
DESC:def, What is the first number that can be written as a sum of two cubes in three different ways ?
DESC:def, What is the meaning of ` cuss word ' ?
DESC:def, What is a supermajority ? A majority of two thirds .
DESC:def, What is a word that means `` to cheat or swindle someone '' ?
DESC:def," What is a neutron ? ] #ABBR"""
DESC:def, What are the three main theories about what causes cancer ?
DESC:def, What are the four basic food groups ? 4.2
DESC:def, What is a `` snapper '' ? ] 
DESC:def, What is the largest state in France ? `` `
DESC:def, What is the average wage for a nurse in America ?
DESC:def, What are the two numbers that when added together equal seven ?
DESC:def," What is the definition of "" a rube ""?"
DESC:def, What is a lynch mob ? Follow Unfollow
DESC:def, What is the largest ocean in area ? Why does it have that name .
DESC:def, What is a quasar ? ] (A) An extremely bright star .
DESC:def, What is a quasar ? Why does it emit the most powerful radio signals in space?
DESC:def, What is the atomic number of iron ? 1 ) Sixteen .
DESC:def, What is an algorithm ? -- How does it work in computer science terms?
DESC:def, What is the definition for a word that means `` in this context '' ?
DESC:def, What is the purpose of life ? ]]]]]> MikG
DESC:def, What is the name of a computer that reads your voice and converts it into digital information ?
DESC:def," What are the characteristics of a Poodle ? How smart is it and how easy to train , etc."
DESC:def, What is a plectNUM num word used to describe playing the electric guitar ?
DESC:def, What is a term for something that appears different on the surface but remains essentially unchanged underneath ?
DESC:def, What is the meaning of life ? 1 How much does a movie producer make per film in Hollywood?
DESC:def," What is a rhinovirus ? Why does it cause colds and not something more serious , like the flu virus or pneumonia?"
DESC:def," What is the name of a computer program that searches for email addresses , phone numbers and postal codes on web pages ?"
DESC:def," What is the origin of Thanksgiving Day ? From what event did it arise , and when was this day set aside as a national holiday in America?"
DESC:def, What are the colors in a rainbow ? Posted by iceman88 03/26/2006
DESC:def, What are the properties of matter ? From : www.enchantedlearning.com /science/glossary/whatpropertiesmatter.shtml
DESC:def," What is the origin of Easter ? Why do we celebrate it , and how did its date originate with a rabbit laying eggs in someone 's yard ."
DESC:def, What is a trinuclear cation ? From: nntp:!uucp sci.chem
DESC:def, What is an Amana refrigerator ? || How do I change the light bulb in my Whirlpool washing machine?
DESC:def, What is a cataract ? ( A ) Why do the pupils become dilated in dim light?
DESC:def, What is the meaning of life ? Why do I exist in this world if everything dies out eventually and nothing matters anyway?
DESC:def, What is the average IQ ? | qn : what are 4 characteristics of a trapezoid ?
DESC:def," What are the most common elements ?


LOC:loc How many states border on Lake Michigan and why "
DESC:def, What are some ways to stop procrastinating ? How can I force myself not put off a project or chore for later?
DESC:def, What is a black hole ? How does it form and how large can one grow to be before exploding or releasing energy as gamma rays through Hawking radiation due the intense gravity?
DESC:def," What is the definition of a black belt ? | Why does someone get one , what are its qualities and abilities ."
DESC:def," What is a quasar ? ``

LOC:desc A type of active galactic nucleus , usually seen to be the brightest radio source in its galaxy ."
DESC:def," What is an Oreo cookie ? ]]] LOC:What are cookies made of , in terms other than the ingredients listed on a package label and excluding `` dough ''"
DESC:def," What is a `` tater tot '' ? How do you make it , and what are the ingredients in this delicious dish that has become an American favorite at almost every lunch counter from coast to country ."
DESC:def, What is a `` quark '' ? From: rjones@MIT-MC Thu Sep 10 11 :23 :19 EDT 1987 Local : MIT-DMS >What are some interesting facts about the atom nucleus .
DESC:def," What is a black hole ? Why are they so mysterious to astronomers who want more information about them and the galaxy at large , but cannot see what 's going on inside their centers of gravity that produce such powerful energy beams ."
DESC:def, What is a quasar ? || How do you make one at home with household products that will last 1000 years and not kill the people around it or your self in its death process .
DESC:def," What is a quantum computer ? ; Why do people say that they have built one already when the problem with qubits remains unsolved and it still doesn't work like an ordinary Turing machine , which has only two states - 1 or zero ."
DESC:def," What is a black hole ? Why do they exist and how are there so many of them in space , but we can 't see any here on Earth ?
: How could the world be destroyed by war if all nuclear weapons were buried out where it was too radioactive for humans to live above ground when detonated?"
DESC:def," What is the most common word in English ? | Why are there two kinds of hamster to choose from - Syrian or dwarf and what 's their name if they don't have a wheel , do you get them one that will fit through your letter box when ordering ."
LOC:other, Where is the Pentagon ? What country does it belong to?
LOC:other, What was the name of Elvis Presley 's first movie ?
LOC:other, What college has won the most football national championships ?
LOC:other, Where can I find the U.S. tax code ?
LOC:other, What country 's flag has the most stars ?
LOC:other, What is the name of New Zealand 's largest lake ?
LOC:other, Where was the 1980 Olympic Games held ?
LOC:other, Where do the San Diego Padres play their home games ?
LOC:other, What is the highest mountain range in Canada ? .
LOC:other," Where is the U.S. Bureau of Alcohol , Tobacco and Firearms located ?"
LOC:other, What country has the world 's second largest area ?
LOC:other, What is the name of Prince Charles 's son ?
LOC:other, What is the most populated country in Africa ? .
LOC:other, What is the location of NASA 's Vehicle Assembly Building ?
LOC:other, What was the name of Charles Lindbergh 's first child ?
LOC:other, What does the acronym W.C. stand for ?
LOC:other, Where can I get a copy of the Uniform Code for Military Justice ?
LOC:other, What is the longest railroad bridge in North America ?
LOC:other, What are the names of all 50 state flags ?
LOC:other," What country 's flag is a blue , white and red tricolor ?"
LOC:other, What is the highest mountain in Scotland ? *******
LOC:other, What is the name of a shipwreck off North Carolina ?
LOC:other, Where can I watch the Super Bowl in London ?
LOC:other, Where does the Nile river start and where will it end ?
LOC:other, What are the 50 largest islands in area ?
LOC:other, Where can I find the best sushi in London ?
LOC:other, Where was the 1993 World Trade Center bombing ?
LOC:other, What is the name of a river that rises in Colorado and flows into California ?
LOC:other, What is the only U.S. state that does not have a railroad ?
LOC:other, What U.S. mountain range extends from Alabama to Canada ?
LOC:other, What is the highest point of elevation in Arizona ?
LOC:other, What is the second longest river in Canada ? |
LOC:other, Where does the money for social programs come from ?
LOC:other, Where is St. Paul 's Cathedral ? ...
LOC:other, What are the names of all four U.S. national parks ?
LOC:other, What are the colors in a rainbow ? Followup
LOC:other," What is the highest mountain in Ireland ? "" ]"
LOC:other, Where is the world 's deepest lake ? ？
LOC:other, What country 's national animal is the wapiti ?
LOC:other, Where do the members of Congress work ? From Wikipedia
LOC:other, What other state has a flag with three horizontal stripes ?
LOC:other, What is the world 's oldest university ? It was founded in 825 .
LOC:other, Where can I find the original text of `` The Canterbury Tales '' by Chaucer ?
LOC:other, Where can I find the names and addresses of all members in congress ?
LOC:other, What was the most popular TV show of 1997 ?
LOC:other, Where do Eskimos get their ivory ? From walruses .
LOC:other, What is the second-largest U.S. river after Mississippi ?
LOC:other, What was the first video game ? (US only)
LOC:other," What river runs from its source in Glacier Bay , Alaska to the Gulf of Mexico ?"
LOC:other, Where can I buy a 1970 Dodge Super Bee ?
LOC:other, What type of rock forms the Grand Canyon ? From :wikipedia
LOC:other, Where do most American college students spend their spring break ?
LOC:other, What 's the highest mountain in Asia ? ``` {/exp.} ``
LOC:other, Where is the largest freshwater lake in Asia ? |Where-is-the-largest-freshwater-lake-in-Asia
LOC:other, Where is the Taj Mahal ? ... What country was it built in and for whom?
LOC:other, Where was the Berlin Wall built ? What country did it separate from West Germany for 28 years until its fall in November of '89?
LOC:other, Where can I go for free legal help in New Hampshire ?
LOC:other, Where does the Nile River end ? and where did it begin its journey to Egypt from?
LOC:other, What is the largest ocean in area ? 1. Atlantic Ocean | d:question None
LOC:other, What U.S. agency is in charge of the federal food and drug safety ?
LOC:other, What is the world 's longest river ? It flows from central Africa into Egypt and then to the Mediterranean .
LOC:other, Where can I buy a replacement battery for my HP 300 ?
LOC:other, What are the names of all NFL stadiums ? All cities listed .
LOC:other, Where can I get a copy of `` The Art Question '' by Paul Gauguin ?
LOC:other," Where is the Pentagon ? What country 's military headquarters are in Kabul , Afghanistan and Bagdhad Iraq ?"
LOC:other, What is a word for someone who likes to eat meat and vegetables ?
LOC:other," What other countries celebrate Columbus Day ? Other than Spain , that is ."
LOC:other, What is the name of a U.S. Supreme Court case that involved an appeal by Anita Hill against Clarence Thomas ?
LOC:other, What do the Olympic rings symbolize ? . They stand for five continents and one ocean.
LOC:other, What are some good Web sites for women who want to learn how play poker ?
LOC:other, Where can I buy a computer keyboard ? |d http://www.amazon.com/
LOC:other, What is the largest ocean in area ? How large it 's size compare to other oceans of earth .
LOC:other, What college did Joe Montana play football for ? 2005-08-17
LOC:other," What is the address of Fort Knox ? The Kentucky Horse Park , Lexington KY USA ."
LOC:other, Where is the only place that U.S. Presidents can own stock in a business ?
LOC:other, What is the only mountain range in Great Britain that contains four of its 10 highest peaks ?
LOC:other," Where is the Pentagon ? What building houses a U.S. Army Museum , among other things?"
LOC:other, Where are the headquarters of Coca-Cola ? What cities in France have a professional soccer team?
LOC:other, Where is the smallest continent ? . X What country has won a Nobel Peace Prize twice in consecutive years?
LOC:other," What are the 7 mountains ? The Himalayas , Andes Mountains, Rockies , Alps and Ural Range ."
LOC:other, What is the name of one American college that was founded as a women 's seminary in 1899 ?
LOC:other," Where is the headquarters of NASA ? ... What airport do you fly into when visiting San Juan , Puerto Rico 's capital city?"
LOC:other, What was the name of a large Japanese island that American soldiers liberated from Japan in 1945 ?
LOC:other, Where is the Grand Canyon ? What U.S. river runs through it and what country borders both sides of its canyon walls?
LOC:other, What do the Olympic rings represent ? ; Where is New Zealand 's most famous golf course located .
LOC:other, What was the title of an 1896 French film that is often cited as being one of cinema 's earliest films ?
LOC:other," What are the dimensions of a pool table ? One is 9 feet , and what else do they have in common with an Olympic swimming -pool?"
LOC:other," Where is the Taj Mahal ? ``` What country has had four different names : Yugoslavia , Serbia and Montenegro, Kingdom of Serbs Croats Slovenes , Habsburg Monarchy? ``"
LOC:other," Where was the first World Cup played ? . How about other sports world cups , such as soccer and cricket?"
LOC:other, What is the highest bridge in North America ? The Verrazano Narrows Bridge has a 693 foot tall center span and crosses between what two boroughs of New York City?
LOC:other, Where is the Isle of Man ? What sea does it sit in what ocean and which country borders its western coast line to North Ireland?
LOC:other, Where does the Nile River start ? Which African country has its river flowing out of Lake Victoria and through Egypt into Mediterranean Sea?
LOC:other, Where are the headquarters of IBM ? . What is a country that ends in land and begins with Australia as its neighboring island continent to west ?.
