label,text
ENTY:letter, What letter of the alphabet is most often misspelled ?
ENTY:letter, What letter of the alphabet is most frequently used in English ?
ENTY:letter, What letter is between H and I in the alphabet ?
ENTY:letter, What letter of the alphabet is most often used in passwords ?
ENTY:letter, What letter is between B and D in the alphabet ?
ENTY:letter, What letter is between B and D in the alphabet ?
ENTY:letter, What letter has the most words in it ? ]
ENTY:letter, What letter is the 18th in order ?
ENTY:letter, What letter is between N and O in the alphabet ?
ENTY:letter, What letter of the alphabet has four letters in it ?
ENTY:letter, What is the most frequently occurring letter in English ?
ENTY:letter, What is the most widely spoken language in Europe ?
ENTY:letter, What 's the most popular letter in English ?
ENTY:letter, What letter comes after Y in the Greek alphabet ?
ENTY:letter, What are the most commonly misspelled words ?
ENTY:letter, What is the first name of Jodie Foster 's character in Taxi Driver ?
ENTY:letter, What is the first name of Mary Tyler Moore 's character on The Dick Van Dyke Show ?
ENTY:letter, What letter is the eighth in order after E ?
ENTY:letter, What letter of the alphabet comes first in order ?
ENTY:letter, What letter is the sixth most common in English ?
ENTY:letter, What is the first name of James Earl Jones ' son ?
ENTY:letter, What letter is the eighth in order from A ?
ENTY:letter, What is the first name of Nancy Reagan ? ]
ENTY:letter, What letter does the name Roberta begin with ?
ENTY:letter, What is the most common first name in Spain ?
ENTY:letter, What letter has the lowest frequency in English ? ]
ENTY:letter," What letter follows Q in the alphabet ? ]"""
ENTY:letter, What is the title of Mary Higgins Clark 's first novel ?
ENTY:letter," What letter of the alphabet comes next : A , B or C ?"
ENTY:letter, What letter comes after F in the word `` alphabet '' ?
ENTY:letter, What 's the first name of Paul Simon ?
ENTY:letter, What are the first and last names of Sherlock Holmes 's creator ?
ENTY:letter, What letter is pronounced as a word in English ?
ENTY:letter, What letter of the alphabet comes after Y ? ]
ENTY:letter, What letter of the alphabet has most words that begin with it ?
ENTY:letter, What letter of the alphabet contains 14 lines ?
ENTY:letter, What letter follows Y in the word `` yellow '' ?
ENTY:letter," What is the first name of Mary , queen consort to George V ?"
ENTY:letter, What letter of the alphabet has five consecutive letters in order ?
ENTY:letter, What letter is after Y ? . /p>
ENTY:letter, What letter appears on the Great Seal of Montana ?
ENTY:letter," What letter is next in the sequence : K , L ?"
ENTY:letter, What letter represents the sound of a sheep ? .
ENTY:letter, What 's the fourth letter in alphabet ? .
ENTY:letter, What letter does the word pinyin begin with ?
ENTY:letter, What letter in the alphabet is most like a noose ?
ENTY:letter, What 's the second - most commonly used letter in English ?
ENTY:letter, What is the fourth letter of Hebrew ? Pronounce it .
ENTY:letter, What is the 16th letter of a normal alphabet ?
ENTY:letter, What are the first names of `` The Munsters '' ?
ENTY:letter, What letter was the last one printed on a typewriter ?
ENTY:letter, What is the name of Robin Williams ' s character in Mrs . Doubtfire ?
ENTY:letter, What 's the most common vowel sound in American English ?
ENTY:letter, What letter is used in Japanese to indicate a long vowel ?
ENTY:letter, What is the first word of chapter 9 in Pride and Prejudice ?
ENTY:letter, What letter of the Greek alphabet does not have its own name ?
ENTY:letter, What letter has a line over it in the international phonetic alphabet ?
ENTY:letter, What letter of the alphabet has a silent ''e'' in it ?
ENTY:letter, What letter of the Greek alphabet is named after a sun goddess ?
ENTY:letter, What letter of the alphabet is said to be one with no right angles ?
ENTY:letter, What letter is pronounced both with a short and long sound in English ?
ENTY:letter, What are the top two most spoken languages in Europe ?
ENTY:letter, What letter is used to express a silent plosive ?
ENTY:letter," What letter comes next : B , C ? A ... D"
ENTY:letter, What letter is next to the one between M and O ?
ENTY:letter, What is the third letter of 'BANANA' ?
ENTY:letter, What is the first letter of an Indian river that flows into Bangladesh ?
ENTY:letter, What letter is used to make the sound in `` hubble '' ?
ENTY:letter, What letter comes before H ? Go on . ..
ENTY:letter, What letter of the Greek alphabet was used to name a 1990s computer virus ?
ENTY:letter, What letter appears twice in both FOREVER and EV ' ER ?
ENTY:letter, What letter has the highest frequency in English ? The answer is E .
ENTY:letter," What word contains the letters A , N and I ?"
ENTY:letter, What is the first letter in `` chow ?''
ENTY:letter, What letter of the alphabet has one more element than a neutron ?
ENTY:letter, What letter did Noah use as a distress call on his ark ?
ENTY:letter, What letter does an Irish girl use to sign her name ?
ENTY:letter," What 's the first letter of a word for an animal with four legs , feathers and wings ?"
ENTY:letter, What letter is used in French for an informal form of address ?
