label,text,description
abbreviation,what does fare code y mean,Requesting the explanation or meaning of specific abbreviations or codes related to flights or fares.
abbreviation,what is mci,Requesting the explanation or meaning of specific abbreviations or codes related to flights or fares.
abbreviation,what does the fare code qw mean,Requesting the explanation or meaning of specific abbreviations or codes related to flights or fares.
abbreviation,what is the ap57 restriction,Requesting the explanation or meaning of specific abbreviations or codes related to flights or fares.
abbreviation,what does code y stand for,Requesting the explanation or meaning of specific abbreviations or codes related to flights or fares.
aircraft,what aircraft has the largest seating capacity,Inquiring about the types of planes used by specific airlines or on specific routes.
aircraft,what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco with a dallas stopover,Inquiring about the types of planes used by specific airlines or on specific routes.
aircraft,what is the smallest aircraft available flying from pittsburgh to baltimore arriving on may seventh,Inquiring about the types of planes used by specific airlines or on specific routes.
aircraft,what type of airplane is an m80,Inquiring about the types of planes used by specific airlines or on specific routes.
aircraft,leaving denver flying to san francisco before 10 am what type of aircraft is used,Inquiring about the types of planes used by specific airlines or on specific routes.
airfare,i 'd like a one way ticket from milwaukee to orlando either wednesday evening or thursday morning,"Seeking information on the cost of flights, including round trip, one way, and specific fare classes."
airfare,show me the cheapest round trip coach fare on twa from las vegas to detroit,"Seeking information on the cost of flights, including round trip, one way, and specific fare classes."
airfare,what is the lowest price fare from atlanta to san francisco on flight delta 82 and delta 139,"Seeking information on the cost of flights, including round trip, one way, and specific fare classes."
airfare,what are the most expensive first class tickets between atlanta and dallas,"Seeking information on the cost of flights, including round trip, one way, and specific fare classes."
airfare,fares from dallas to baltimore,"Seeking information on the cost of flights, including round trip, one way, and specific fare classes."
airline,which airlines fly from boston to washington dc via other cities,"Asking about airlines that operate on specific routes, their schedules, or their codes."
airline,what is airline nw,"Asking about airlines that operate on specific routes, their schedules, or their codes."
airline,is us air,"Asking about airlines that operate on specific routes, their schedules, or their codes."
airline,is there an airline that has a flight from philadelphia to san francisco with a stop in dallas,"Asking about airlines that operate on specific routes, their schedules, or their codes."
airline,what airlines fly between detroit and westchester county,"Asking about airlines that operate on specific routes, their schedules, or their codes."
airport,list california airports,Requesting information about airports in specific cities or their names.
airport,what 's the name of the denver airport,Requesting information about airports in specific cities or their names.
airport,list airports in new york,Requesting information about airports in specific cities or their names.
airport,where do the flights from boston to oakland stop,Requesting information about airports in specific cities or their names.
airport,list california nevada arizona airports,Requesting information about airports in specific cities or their names.
capacity,what is the seating capacity on the aircraft m80,Inquiring about the seating capacity of specific aircraft models or planes on certain routes.
capacity,what is the seating capacity of the aircraft 72s,Inquiring about the seating capacity of specific aircraft models or planes on certain routes.
capacity,list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore,Inquiring about the seating capacity of specific aircraft models or planes on certain routes.
capacity,what is the seating capacity of the aircraft m80,Inquiring about the seating capacity of specific aircraft models or planes on certain routes.
capacity,how many passengers can fly on a 757,Inquiring about the seating capacity of specific aircraft models or planes on certain routes.
cheapest,show me the cheapest fare in the database,Requesting the lowest fare available in the database.
city,show me city served both by nationair and canadian airlines international,Asking about cities serviced by specific airlines or the location of specific airports.
city,what cities does northwest fly out of,Asking about cities serviced by specific airlines or the location of specific airports.
city,list la,Asking about cities serviced by specific airlines or the location of specific airports.
city,what cities are served by canadian airlines international,Asking about cities serviced by specific airlines or the location of specific airports.
city,where is mco,Asking about cities serviced by specific airlines or the location of specific airports.
day_name,what day of the week do flights from nashville to tacoma fly on,Inquiring about the days of the week when flights operate on specific routes.
distance,what is the distance from los angeles international airport to los angeles,Requesting the distance or travel time between airports and city centers.
distance,how long is a trip from philadelphia airport to downtown philadelphia,Requesting the distance or travel time between airports and city centers.
