label,text,predicted_label,probability
flight_no, what is united airlines 1203 from atlanta to chicago,airline,0.2017
flight_no, what is united airline 1234 from dallas to chicago,airline,0.1681
flight_no, what is american airlines 1275 from dallas to san francisco,airline,0.2046
flight_no, what are all possible flignt numbers from new york to denver,flight_time,0.144
flight_no, what is united 1573 from pittsburgh to newark,flight_time,0.1217
flight_no, what is us airways 1002 from new york to philadelphia,airline,0.171
flight_no, what is american airlines 1155 from baltimore to philadelphia,airline,0.202
flight_no, what are all nonstop jetblue fligts from lax to boston,meal,0.1481
flight_no, what is delta 1128 from atl to bna,aircraft,0.148
flight_no, what is delta 1021 from san francisco to phoenix,aircraft,0.1422
flight_no, what are there codes and numbers on a confirmation ticket,flight_no,0.137
flight_no, what is delta 1075 schedule and departure times,flight_time,0.1216
flight_no, what is my 1026 to pittsburgh,flight_time,0.163
flight_no, what are possible air routes from jfk to atlanta,airfare,0.1163
flight_no, what is united 1058s departure time from atlanta to denver,flight_time,0.1901
flight_no, what are all possible numbers on saturday from atlanta to chicago,flight_time,0.1818
flight_no, what is american airlines 1010 from orlando to newark,airline,0.2278
flight_no, what is delta airlines 1250 from newark to san francisco,airline,0.2456
flight_no, what is a list on united airlines from atlanta to chicago,airfare,0.1214
flight_no, what is a delta 1618 from dallas to boston,aircraft,0.1353
flight_no, what is a delta airlines flight from denver to cleveland,airline,0.215
flight_no, i need a list with all possible airline codes and what cities they serve,quantity,0.1705
flight_no, what is jfk 7:50 to miami,aircraft,0.1282
flight_no, what is american airlines flt 112 from los angeles to chicago,airfare,0.2128
flight_no, what are all 2 oclock departures from atl to dallas,meal,0.1719
flight_no, what is american airlines 1221 from chicago o'hare to new york,airline,0.1942
flight_no, what are some direct air service from philadelphia to portland,flight_no,0.1084
flight_no, what are all possible nonstop american airlines or united from boston to san francisco,airfare,0.1297
flight_no, what is united airlines 1045 to chicago on june fifteenth,airfare,0.19
flight_no, what is delta 1072 on monday november eighteenth,aircraft,0.1204
flight_no, what is delta airline's five digit code on jfk to lax,airfare,0.1194
flight_no, what is there are any direct service from san francisco to st louis,airfare,0.0961
flight_no, what is an american airlines jet with five rows on each side,flight_no,0.12
flight_no, what are all available jfk to lax fights on april 7,meal,0.146
flight_no, what is the airtran 2007 schedule from boston to chicago,flight_time,0.1774
flight_no, what are departure times on delta 1039 and arrival time,flight_time,0.162
flight_no, what are some delta airline flght numbers from philadelphia to boston,quantity,0.1433
flight_no, what is american airlines's 1245 from chicago to st louis,airline,0.1835
flight_no, what is delta airline 1227 from st louis to washington dc,airline,0.192
flight_no, what is my 9 a.m departure from los angeles to seattle,aircraft,0.1526
flight_no, what is a list and schedule with times on air travel from boston to philadelphia,flight_time,0.1828
flight_no, what is delta's airfare on july 18 from atlanta to memphis,airfare,0.1741
flight_no, what are possible sfo las airline numbers in january,airfare,0.1344
flight_no, what are possible combinations on 10am from chicago to dallas,meal,0.2101
flight_no, what is 5pm air tran continental from atlanta to boston,airline,0.1988
flight_no, what is 6d559 from lga to dfw,restriction,0.1343
flight_no, what are all available nonstop jetblue saturday 10am to philadelphia,meal,0.252
flight_no, what is there flignt numbers on delta from minneapolis to new york,flight_time,0.1287
flight_no, what is united airlines 1211s departing from seattle to atlanta,airline,0.2229
flight_no, what is united 1128 on march six from newark,flight_time,0.1492
flight_no, what is united airlines 1106 from msp to dca on february first,airfare,0.1626
flight_no, what are all possible united airline direct service numbers from denver to chicago illinois,airfare,0.1109
flight_no, what are all available direct fights on united airlines in june from denver to portland,airfare,0.126
flight_no, what are all air canada nonstop flite numbers from msp to pvd,restriction,0.1392
flight_no, what is a good time to fly from boston or new york on monday morning and return late tuesday night,flight,0.2792
flight_no, what is a typical business class fare on usair 106 from philadelphia to minneapolis,airfare,0.1686
flight_no, what is a list by schedule and times only from pittsburgh to dallas fort worth,flight_time,0.1654
flight_no, can you give me information about a united airways nonstop from washington dc to houston,ground_fare,0.1058
flight_no, what is american airways flt no 1069 from jfk to msp,aircraft,0.1627
flight_no, what is delta 1173 from atlanta to washington dallas on june first,flight_time,0.153
flight_no, what is my 8 am nonstop monday morning from new york city to houston,flight,0.1945
flight_no, what are there direct or connecting airline and times to atlanta from chicago,airfare,0.1117
flight_no, what are all the delta airlines non stop direct service from new york jfk to san diego,airfare,0.1321
flight_no, what is my united airlines 1745 departing from newark on july eighth,airline,0.1919
flight_no, what is flt no from jfk to san on sunday november 9th,aircraft,0.1275
flight_no, what is a list and times on friday jan 28th or sunday feb first,flight,0.1984
flight_no, what is american airlines' 10 pm departure from boston to detroit on august eleventh,flight_no,0.1666
flight_no, i would like to know what are my choices on a 6 oclock out wednesday night,flight,0.1462
flight_no, what is the united airline and route to baltimore md,airfare,0.1245
flight_no, what are all possible airline numbers with direct service from detroit to minneapolis on sunday evening,flight_no,0.1334
flight_no, i would like to know what is my 3p30 departure time from newark,flight_time,0.2114
flight_no, what is a one stop nonstop from pittsburgh to minneapolis monday august 10th,flight,0.1683
flight_no, what is airline 1077s schedule and departure times from seattle to st louis,flight_time,0.1356
flight_no, can you give me a list and fare information on all available nonstop itineraries departing from philadelphia pittsburgh,meal,0.2102
flight_no, what are all 5pm westbound direct delta fights from denver to boston,meal,0.1366
flight_no, what are all possible american airlines nonstop or direct routings from boston to denver in march 1999,airfare,0.1405
flight_no, what is united 1230's fligght no on monday october sixth,flight_time,0.1587
flight_no, what are all direct fights that leave chicago and arrive in los angeles on 3/8,flight_time,0.1385
flight_no, what are there is any direct or non stop fligt from baltimore to juneau alaska,restriction,0.1287
flight_no, what is united airlines 1030 departing san francisco at four fifteen p m monday evening,airline,0.206
flight_no, can you give me a list and times on which there are direct one stop connecting service from san francisco to memphis tennessee,flight_time,0.1309
flight_no, what is an airline code that stands on southwest 1405 from denver to dallas,aircraft,0.1033
flight_no, what is a list and description or information about all airline companies that fly from newark nj to los angeles ca,airfare,0.0964
flight_no, what is the airline code or numbers on my 8 pm united from chicago to miami,flight_no,0.131
flight_no, what are all the departure times from detroit to minneapolis and their corresponding delta airlines or northwest air lines numbers,quantity,0.1445
flight_no, what are possible numbers on a direct westbound us airways evening non stop from san francisco to atlanta,airfare,0.1259
flight_no, what is there service on tuesday december 10 from jfk to boston at four thirty pm,flight_time,0.1663
flight_no, what are the three digit airline codes from baltimore to san antonio and their times,quantity,0.1647
flight_no, what are all nonstop airflights with american airlines and united from newark to dallas on august 18th,airfare,0.1138
flight_no, what is united airlines' 7:00 am non-stop direct schedule from atlanta to boston on thursday august eleventh,airline,0.1631
flight_no, i would like to know if there are any 11 oclock west bound delta fights on thursday november fifth,flight,0.1327
flight_no, what are all possible combinations available on a wednesday 10 to philadelphia departing dallas at midnight,flight,0.1332
flight_no, i would like to know if there are any direct one way or return tickets from miami florida on us airways airlines with their 800 numbers,flight_no,0.1185
flight_no, i would like to see what day and time a 4 oclock direct service from memphis tennsas goes out on monday,flight,0.1543
flight_no, i want to know what are some possible airlines and their schedules from jfk or ewr in ny on a thursday evening leaving by 6 pm,flight_time,0.1278
flight_no, i need a list with all american airlines' available direct nonstop or one stop eastbound coast to san francisco from new york on april 28,airfare,0.1389
flight_no, i would like to know what is my air line and flighit nummer from san francisco airport on december 26 at one oclock pm,aircraft,0.1105
flight_no, i need to know what airline and flt no would be flying from orlando florida into los angeles ca on tuesday september 15th at around noon,flight,0.1674
flight_no, what are all 4 digit code numbers with departure time within four pm on july thirtieth from dallas or fort worth to las vegas,airfare,0.1248
flight_no, what are all available delta one first class round trip fare options on thursday july 5 departing atlanta at five fifteen am returning to chicago that night,flight_no,0.1589
airline, which airline flies from portland to san francisco,airline,0.2943
airline, what airline flies from atlanta to los angeles,airline,0.2869
airline, what are the flights from denver to minneapolis,flight_time,0.1256
airline, which airline flies from pittsburgh to dallas,airline,0.311
airline, what airline flies to san francisco from boston,airline,0.3088
airline, which airline flies from jfk to pittsburgh,airline,0.3142
airline, what are the flights from portland to minneapolis,flight_time,0.1205
airline, what airline flies nonstop from seattle to denver,airline,0.3599
airline, which airline has flights from philadelphia to denver,airline,0.2388
airline, what airline flies from jfk to phoenix arizona,airline,0.2961
airline, what airline services the san francisco to seattle route,airline,0.1801
airline, what airline flies from cleveland to dallas fort worth,airline,0.2179
airline, what airline flies nonstop from atlanta to philadelphia,airline,0.3349
airline, what is the airline code for air canada in new york,airfare,0.117
airline, what airline flies the route detroit to seattle,airline,0.2675
airline, what airline services the san francisco to atlanta route,airline,0.1696
airline, what are the code numbers for delta and northwest air,quantity,0.1864
airline, what is the airline code for continental flight 102,airfare,0.1515
airline, what airline flies from new york to st louis illinois,airline,0.1959
airline, what are the nonstop flights from boston to washington dc,airfare,0.1251
airline, what are the airline names of flights from atlanta to new york,flight_no,0.1278
airline, which airline has service between atlanta and seattle,airline,0.2122
airline, what is the airline code for american airways in boston,airline,0.2033
airline, which airline flies from chicago to los angeles via denver,airline,0.2743
airline, which airline serves the route from new york to philadelphia,airfare,0.1356
airline, what are the american airline flight numbers from new york to san francisco,flight_no,0.1498
airline, what are the flight numbers and times of flights from atlanta to baltimore,flight_no,0.151
airline, what is the code for united airways in amsterdam,airfare,0.1323
airline, what is the code for delta from minneapolis to new york,flight_time,0.1432
airline, what are the airline flight numbers from san francisco to miami,flight_no,0.1461
airline, what airline flies direct from philadelphia to houston,airline,0.2499
airline, what is the airline schedule between minneapolis and denver,flight_time,0.1247
airline, what are the airline names and numbers for flights from new york to dallas,quantity,0.1361
airline, what are the flights from chicago to philadelphia with united,flight,0.138
airline, what airline service is there from new york to miami,flight_time,0.1228
airline, which airline flies nonstop between houston and boston,airline,0.3095
airline, what airline is flight 153 from seattle to san francisco,airline,0.2526
airline, what airline services the route detroit to birmingham,airline,0.1378
airline, what airline flies to jacksonville and miami,airline,0.2534
airline, what airline code does delta use for flights from atlanta to new york,airfare,0.1401
airline, what are the flight numbers of united flights from st louis to memphis,flight_no,0.1608
airline, list the us airways flights from atlanta to denver,airline,0.2413
airline, which is the best airline between washington and boston,flight_time,0.1181
airline, what airline flies from detroit to seattle at 7 pm,airline,0.3181
airline, what airline has the most frequent service between chicago and boston,quantity,0.1559
airline, what are the possible airline connections from chicago to detroit,flight_time,0.1185
airline, what are the flights from boston to san francisco by us air,flight,0.1088
airline, what is the airline which flies from washington to los angeles,airline,0.1568
airline, which airline flies from newark to boston at seven pm,airline,0.3097
airline, which airline has a flight from los angeles to denver at 11 am,airline,0.1983
airline, what are the names of all us air carriers flying to chicago,quantity,0.1374
airline, which airline flies from denver to philadelphia at 11 a.m,airline,0.2997
airline, what are the nonstop flights available from denver to cincinnati,airfare,0.1641
airline, which airline has the earliest flights from philadelphia to cleveland,flight_no,0.1493
airline, what is the airline code for continental air lines from philadelphia to atlanta,airfare,0.1349
airline, what are the airline companies serving jacksonville to chicago,airfare,0.1191
airline, which airline flies from chicago to boston at one oclock pm,airline,0.2893
airline, what are the major carriers out of minneapolis in october,flight_no,0.1409
airline, what airline flies from chicago to cincinnati ohio via philadelphia,airline,0.2544
airline, what is the airline code for twa from jfk to lax,airfare,0.129
airline, what airline has the flight from atlanta to new york at 630pm,airline,0.1524
airline, what are the departure times for united flights between atlanta and dallas,flight_time,0.1708
airline, what airline flies from san jose to detroit via philadelphia,airline,0.2895
airline, what flights leave newark at 7 pm to boston,airline,0.2633
airline, list the schedule of flights from atlanta to washington d.c,flight_time,0.1406
airline, what are the airline names of flights from san francisco to honolulu at noon,flight_no,0.1447
airline, which airline flies between dallas and houston by way of tulsa,aircraft,0.1699
airline, which airline has the 6:00 p.m flight from denver to boston,airline,0.2492
airline, what are the airline code for flights from washington to pittsburgh,airfare,0.1178
airline, list flights between seattle and san francisco leaving after 8pm,airfare,0.188
airline, what are the names of all carriers servicing houston texas,quantity,0.1802
airline, i want to go from atlanta georgia area airport,flight,0.177
airline, what airline operates the flight from chicago to memphis at 6 p.m,airline,0.2413
airline, what airline code is ua 1299 from chicago to san francisco,aircraft,0.1812
airline, what are the code sharing agreements with korean air and delta,quantity,0.1985
airline, what are the airline and flight number of flights from philadelphia to atlanta leaving after 6 pm,flight_no,0.1598
airline, what is the schedule for flight number 107 from atlanta to baltimore,flight_no,0.1515
airline, what is the schedule for united flight number 122 from los angeles to denver,airfare,0.1537
airline, what are the airline code for continental from new york to boston,flight_no,0.1424
airline, which airline flies the 1015 flight from denver to phoenix,airline,0.2879
airline, what is the operating code for delta air from boston to atlanta,airfare,0.1311
airline, what airline is united flight 1012 at noon,airline,0.2662
airline, what is the flight number and airline for a 1pm arrival from atlanta,flight_no,0.1411
airline, what are all the airline names and designations in a three digit code,quantity,0.2297
airline, i would like information regarding airline service from washington d c to los angeles,airfare,0.1155
airline, what airline has flight 200 departing from chicago to la,airline,0.2073
airline, which carrier has a flight from st louis to phoenix at 630 pm,airline,0.2352
airline, which airline flies to san jose calaveras county and stockton,aircraft,0.1882
airline, what flights does us air express use out of portland maine,aircraft,0.1156
airline, what flights are there to chicago from atlanta between one thirty and three,quantity,0.1671
airline, which airline goes to boston and atlanta with code share,airline,0.1707
airline, what airline is delta connection 4015 from dallas fort worth to denver,ground_fare,0.15
airline, what are the airline code numbers for flights out of washington dc to dallas tx,airfare,0.1113
airline, which airline would fly from boston to fort lauderdale with the best fare,airfare,0.1599
airline, list the airline flights available from boston to detroit at 4:00 pm,airline,0.2478
airline, which us airways flight has the best price for travel from baltimore to new york,airfare,0.1622
airline, i want information regarding flights from san francisco to honolulu departing after three o'clock pm,meal,0.1401
airline, list the airline names and designations for flights from boston to seattle in june of 1999,flight_no,0.1394
airline, what are the american air lines operating flights from philadelphia to st louis in july 1987,flight_no,0.1327
