label,text
HUM:ind,Who is credited with inventing Post-it Notes ?
HUM:ind,Who was Mahatma Gandhi 's wife ?
HUM:ind,Who was Frida Kahlo 's second husband ?
HUM:ind,Who is credited with inventing the first practical telephone ?
HUM:ind,Who is Maria Sharapova ? #HUM : ind
HUM:ind,Who wrote The Great Gatsby ? Mark Twain .
HUM:ind,Who is credited with discovering America in 1492 ?
HUM:ind,Who founded Procter & Gamble in 1837 ?
HUM:ind,"Who wrote ""To Kill A Mockingbird""?"
HUM:ind,Who is Alexander Fleming ? #HUM : ind
HUM:ind,Who was Cleopatra ? The last active pharaoh of Ancient Egypt .
HUM:ind,Who is credited with developing penicillin ? #HUM : ind
HUM:ind,Who invented Scrabble ? #HUM : ind
HUM:ind,Who is considered America 's first computer programmer ?
HUM:ind,"Who was Marie Curie ? 

(LABEL:HUM:ind)"
HUM:ind,Who was Abraham Lincoln 's second wife ? #HUM : ind
HUM:ind,Who was the first black major league baseball player ?
HUM:ind,Who is William Tecumseh Sherman 's wife ?
HUM:ind,Who was John F Kennedy 's running mate in his 1960 presidential campaign ?
HUM:ind,Who was Marie Curie ? #HUM(ind)
HUM:ind,Who was William Seward Burroughs II ?
HUM:ind,Who wrote The Count of Monte Cristo ? Edward Abbey .
HUM:ind,Who painted Starry Night Over Rhone ? Vincent van Gogh .
HUM:ind,Who wrote 'Gone with The Wind' ?
HUM:ind,"Who is known for his famous painting ""The Persistence of Memory"" ?"
HUM:ind,Who wrote ``The Catcher in The Rye`` ?
HUM:ind,Who was John Steinbeck 's inspiration for East of Eden ?
HUM:ind,Who was America 's first black billionaire ? #HUM : ind
HUM:ind,Who is Jemima Sumgong ? #HUM : ind
HUM:ind,Who was named Time magazine's Person of The Year in 1986 ?
HUM:ind,Who was known as America 's first woman in space ?
HUM:ind,"Who is known as ""The Queen of Mean"" for her sharp wit ?"
HUM:ind,Who is J.R.Pawlenty ? #HUM : ind
HUM:ind,Who is known as 'the father of modern China' ?
