label,text,predicted_label,probability
ENTY:color," What color are cranberries ?
ǐ«Č",ENTY:color,0.9996
ENTY:color, What color are the stripes on a Skittles bag ?,ENTY:color,0.9987
ENTY:color," What color is theLOC at Berkeley ?
råHåkansson , Erik",ENTY:color,0.995
ENTY:color, What are Halloween 's colors ? . what color was mr. rogers sweater?,ENTY:color,0.9914
ENTY:color, What color was the first HUMVEE ?,ENTY:color,0.9849
ENTY:color," What color are crickets ?
rezently-depressed , sad",ENTY:color,0.9838
ENTY:color," What color are crickets ? ',' , .",ENTY:color,0.9838
ENTY:color," What color are your eyes ?
ampionships .",ENTY:color,0.9822
ENTY:color, What color is a Coho Salmon ?,ENTY:color,0.9665
ENTY:color," What color are school buses ?
■",ENTY:color,0.9613
NUM:count," How many people died on D-Day ? ,",NUM:count,0.9835
NUM:count," How many people died on D-Day ?
uvudalov , 1946",NUM:count,0.9835
NUM:count," How many people died on D-Day ?
råtta , rat",NUM:count,0.9835
NUM:count," How many people died on D-Day ?
",NUM:count,0.9835
NUM:count, How many people died on D-Day ? ...,NUM:count,0.9835
NUM:count," How many people died on D-Day ?
ipage",NUM:count,0.9835
NUM:count, How many people in the U.S . are alcoholic ?,NUM:count,0.983
NUM:count, How many people lived in the U.S. In 1947 ?,NUM:count,0.9819
NUM:count, How many inches is a foot ? CONJUNCTIVE,NUM:count,0.9808
NUM:count," How many people are there in the world ? ,",NUM:count,0.9804
NUM:date," When was D-Day ?
СРОК АХТИВНАГ ИЗДЕЛЬСТВА",NUM:date,0.9973
NUM:date, When did they establish the Kennedy Memorial ? What year?,NUM:date,0.9897
NUM:date," When did the Berlin Wall go up ?
ategory : date ,",NUM:date,0.9835
NUM:date," When was the San Francisco fire ?
XFF : date",NUM:date,0.9821
NUM:date, What day of the week is New Year 's Day ?,NUM:date,0.9819
NUM:date, What day of the week is Dick Clark 's real birthday ?,NUM:date,0.9772
NUM:date," When is boxing day ?
TDM325",NUM:date,0.9762
NUM:date, When did New Jersey get its statehood ? What day of the week is Columbus Day always celebrated on ?,NUM:date,0.9653
NUM:date," When did the Dow first hit ?
hbaid",NUM:date,0.9647
NUM:date," When was Nostradamus born ?
atformat( )",NUM:date,0.9634
DESC:manner, How do you stop a dripping faucet ?,DESC:manner,0.9932
DESC:manner, How do you tie a necktie ? FEB 30,DESC:manner,0.9928
DESC:manner," How do you tie a necktie ?
råslekker ,",DESC:manner,0.9928
DESC:manner, How do I tie a necktie ? IND,DESC:manner,0.9909
DESC:manner," How do I tie a necktie ?
liferay , 4693",DESC:manner,0.9909
DESC:manner, How did you get your driver 's license ?,DESC:manner,0.9866
DESC:manner, How do you get to the top of a skyskrapr ?,DESC:manner,0.9864
DESC:manner, How do you make the numeral 9 ?,DESC:manner,0.9855
DESC:manner, How do I get my songs on MTV ?,DESC:manner,0.9825
