label,text,predicted_label,probability
quantity, how many first class fares are there to dallas,quantity,0.857
quantity, how many first class fares are there to boston,quantity,0.8498
quantity, how many first class fares are there to baltimore,quantity,0.846
quantity, how many us air ways first class nonstop flights are there from boston to washington,quantity,0.8381
quantity, how many fares are there from philadelphia to pittsburgh,quantity,0.8345
quantity, how many fares are there from boston to philadelphia,quantity,0.833
quantity, how many first class fares are there to boston today,quantity,0.8242
quantity, how many first class fares are there from denver to boston,quantity,0.8028
quantity, how many fares are there one way from boston to philadelphia with delta,quantity,0.7976
quantity, how many fares are there one way from san francisco to baltimore,quantity,0.7944
aircraft, what type aircraft flies from dallas to pittsburgh,aircraft,0.9324
aircraft, what type aircraft flies from denver to baltimore,aircraft,0.9303
aircraft, what type aircraft does delta use with a first class section,aircraft,0.9204
aircraft, what type aircraft is a 757f from pittsburgh to boston,aircraft,0.9047
aircraft, which aircraft type flies from dallas to philadelphia,aircraft,0.8898
aircraft, what type aircraft is tw ua 22 from philadelphia to boston,aircraft,0.8894
aircraft, what type aircraft is us 329 from boston to san francisco,aircraft,0.8702
aircraft, what type and model aircraft is flown from washington to boston before 3 pm,aircraft,0.8694
aircraft, is there a special type aircraft that goes from pittsburgh to washington,aircraft,0.8663
aircraft, what type aircraft is flown from dallas to atlanta,aircraft,0.8659
airline, please show me airline names with fares between pittsburgh and baltimore,airline,0.9149
airline, what airline is us and tw combined with ? please,airline,0.9034
airline," which airline is twa
booking_systems2",airline,0.897
airline, is there an airline with flights between dallas and boston,airline,0.8945
airline, which airline has the most flights between washington and baltimore,airline,0.8941
airline, which airline is the best one to fly from philadelphia into baltimore,airline,0.8914
airline, which airline has the most flights between washington and boston,airline,0.8838
airline, please show me airline names ending in s with the most flights,airline,0.8812
airline, which airline is us 'a' a member of,airline,0.8734
airline, which airline is the most profitable in 1996,airline,0.8535
abbreviation, what does fare code f mean for us airways,abbreviation,0.951
abbreviation," what is fare code h8q
category_airline_by_city",abbreviation,0.943
abbreviation, what is fare code h8s6y7,abbreviation,0.943
abbreviation, what is fare code h7m2xu,abbreviation,0.943
abbreviation, what does f 9 mean for fare code type,abbreviation,0.9207
abbreviation, explain hawthorne fare code d40h,abbreviation,0.9157
abbreviation, what does us mean after a fare code like 57us,abbreviation,0.9142
abbreviation," what is fare code m80 mean
ground_service_fee",abbreviation,0.9114
abbreviation, what is fare code h9m? please explain it,abbreviation,0.91
abbreviation, explain fare code m80 what does it mean please,abbreviation,0.9077
distance, how long does it take to fly from new york's la guardia airport into manhattan,distance,0.7624
distance, how far is toronto airport from downtown in miles,distance,0.729
distance, how long does it take to go from washington airport into downtown,distance,0.7123
distance, how far is it from baltimore airport to washington,distance,0.7046
distance, how far is it from miami airport to downtown,distance,0.6977
distance, how long does it take to go from atlanta airport into downtown,distance,0.6951
distance, how far is it from san francisco international to downtown,distance,0.6941
distance, how long does it take to get from pittsburgh airport into downtown,distance,0.6856
distance, how far is it from la guardia to new york,distance,0.6854
distance, how long does it take to get from oakland airport into san francisco,distance,0.6823
airfare, show me fares from baltimore to san francisco,airfare,0.9352
