label,text,description
ABBR:abb,What is the abbreviation for micro ?,
ABBR:abb,What 's the abbreviation for trinitrotoluene ?,
ABBR:abb,What is the abbreviation of the company name ` General Motors ' ?,
ABBR:abb,What is the acronym for the National Bureau of Investigation ?,
ABBR:abb,What is the abbreviation of the National Bureau of Investigation ?,
ABBR:exp,What is the full name of the PLO ?,
ABBR:exp,CNN is the abbreviation for what ?,
ABBR:exp,What does the abbreviation AIDS stand for ?,
ABBR:exp,"When reading classified ads , what does EENTY : other stand for ?",
ABBR:exp,What does the abbreviation cwt. ?,
DESC:def,What is hebephrenia ?,
DESC:def,What is a caldera ?,
DESC:def,What is e-commerce ?,
DESC:def,What is meant by blood SED rate ?,
DESC:def,What is Nitrox diving ?,
DESC:desc,Where did Indian Pudding come from ?,
DESC:desc,What happened to Pompeii ?,
DESC:desc,What do you do when your mouse is n't working as fast as it 's supposed to ?,
DESC:desc,"In Waugh 's `` A Handful of Dust , '' what does the mad old man force the hero to do every afternoon ?",
DESC:desc,Where do rocks come from ?,
DESC:manner,How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .,
DESC:manner,How can you be happy ?,
DESC:manner,How can I find out which cities have cable-modem access ?,
DESC:manner,How do you reference a website ?,
DESC:manner,How do chickens have baby chicks ?,
DESC:reason,What is Jane Goodall famous for ?,
DESC:reason,Why do horseshoes bring luck ?,
DESC:reason,Why is Jane Goodall famous ?,
DESC:reason,Why do magnets attract ?,
DESC:reason,What is D.B. Cooper known for ?,
ENTY:animal,What 's the official animal of Canada ?,
ENTY:animal,"Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?",
ENTY:animal,What is the only primate to lack pigment in the palms of its hands ?,
ENTY:animal,What is the smallest bird in Britain ?,
ENTY:animal,What racehorse won an Associated Press poll as the greatest horse of the 20th century ?,
ENTY:body,Where is the human skin least sensitive ?,
ENTY:body,What is the weakest bone in the body ?,
ENTY:body,What is the only gland in humans that can regenerate itself ?,
ENTY:body,What 's the colored part of the eye called ?,
ENTY:body,Which ear can most people hear better with ?,
ENTY:color,What colors make up a rainbow ?,
ENTY:color,What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?,
ENTY:color,What color of Monopoly properties are landed on most often ?,
ENTY:color,What color Poker chip is usually assigned the lowest value ?,
ENTY:color,What color is indigo ?,
ENTY:cremat,What were popular songs and types of songs in the 1920s ?,
ENTY:cremat,What 's the sequel to Alice 's Adventures in Wonderland ?,
ENTY:cremat,"What TV series featured Neal , a martini-drinking St. Bernard ?",
ENTY:cremat,What William Styron book is about a black preacher who leads a slave revolt ?,
ENTY:cremat,What is the music used in the new VW Beetle commercial where the car spins and changes colors ?,
ENTY:currency,What money was used here ?,
ENTY:currency,What money was used by them ?,
ENTY:currency,What currency is used in Australia ?,
ENTY:currency,What money was used by them ?,
ENTY:currency,What currency do they use in Brazil ?,
ENTY:dismed,What is a fear of glass ?,
ENTY:dismed,What is a fear of hair ?,
ENTY:dismed,What disease is transmitted by the Anopheles mosquito ?,
ENTY:dismed,What is a fear of passing high objects ?,
ENTY:dismed,What is a fear of reptiles ?,
ENTY:event,What was the name of the famous battle between Texas and Mexico ?,
ENTY:event,What age followed the Bronze Age ?,
ENTY:event,What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?,
ENTY:event,"What feud ended with a marriage in Kentucky on March 21 , 1891 ?",
ENTY:event,What is the name of the 1919 occurrence in which British troops killed over 3 unarmed Indian protestors ?,
ENTY:food,What is Nero Wolfe 's favorite drink during office hours ?,
ENTY:food,What drink is the best thirst-quencher ?,
ENTY:food,Name Li 'l Abner 's favorite Indian drink .,
ENTY:food,Which condiment was once sold as a patent medicine ?,
ENTY:food,What is Nero Wolfe 's favorite drink during office hours ?,
ENTY:instru,What kind of guitar did Jimi Hendrix play ?,
ENTY:instru,What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,
ENTY:instru,What instrument is Ray Charles best known for playing ?,
ENTY:instru,What do West Indian steel bands use as instruments ?,
ENTY:instru,What musical instrument did Sherlock Holmes play ?,
ENTY:lang,What are the four most widely-used languages in North America ?,
ENTY:lang,What 's the most commonly-spoken language in Belgium ?,
