label,text,predicted_label,probability
ground_service, ground transportation in san francisco and oakland airport,ground_service,0.6381
ground_service, ground transportation in san diego county and orange counties,ground_service,0.599
ground_service, ground transportation in baltimore maryland on june eighth,ground_service,0.5556
ground_service, what is ground transportation at the airport in boston,ground_service,0.55
ground_service, ground transportation in philadelphia from the airport to downtown,ground_service,0.5457
ground_service, ground transportation in boston massachusetts from logan airport,ground_service,0.5439
ground_service, i need ground transportation from the airport to downtown atlanta,ground_service,0.5377
ground_service, ground transportation service from san francisco to oakland,ground_service,0.5342
ground_service, i need a ground transportation from the atlanta airport to downtown,ground_service,0.5338
ground_service, i am looking for a ground transportation service from the airport to downtown milwaukee,ground_service,0.5308
airline, what is the airline code for continental airlines with stops in denver,airline,0.6095
airline, which airline flies from minneapolis to washington dulles,airline,0.5989
airline, which airline flies from dallas to seattle please,airline,0.5307
airline, list airlines that fly from boston to minneapolis,airline,0.5093
airline, what airlines are at atlanta hartsfield international airport,airline,0.4989
airline, what is airline code ua 1190 from dallas,airline,0.4821
airline, which airlines fly from baltimore to washington dulles,airline,0.4732
airline, which airline has flights from denver to atlanta,airline,0.4533
airline, which airline is the oldest in america that has never had a fatal crash,airline,0.4516
airline, which airline is flying from washington to baltimore tomorrow,airline,0.4447
flight_no, flight numbers from atlanta to baltimore on may 20,flight_no,0.4409
flight_no, which flight numbers are departing from boston on june 25,flight_no,0.4404
flight_no, flight numbers out of washington d c on july 2,flight_no,0.4022
flight_no, flight number from atlanta to dallas in march,flight_no,0.3875
flight_no, which flight numbers fly from atlanta to houston,flight_no,0.3783
flight_no, what are the flight numbers of flights from atlanta to philadelphia that leave before 6 am,flight_no,0.377
flight_no, flight numbers leaving atlanta on tuesday morning after 9 am,flight_no,0.3666
flight_no, which flight numbers are on the june twenty third,flight_no,0.3653
flight_no, flight numbers from pittsburgh to atlanta on june 30,flight_no,0.3613
flight_no, what flight numbers fly from philadelphia to dallas on june 8,flight_no,0.358
flight, show me all flights from boston to denver,flight,0.5062
flight, show me flights from pittsburgh to dallas,flight,0.4963
flight, show me all flights from dallas to baltimore,flight,0.4868
flight, show me the flights from pittsburgh to boston,flight,0.4546
flight, show me flights from dallas to boston on saturday,flight,0.4346
flight, show me flights from denver to dallas on tuesday,flight,0.4213
flight, show me all the flights from new york to boston,flight,0.4136
flight, show me flights from denver to boston on wednesday,flight,0.4006
flight, show me the cheapest flights from denver to philadelphia,flight,0.3858
flight, show me flights from dallas to boston and back,flight,0.3811
airport, list the busiest airports in san francisco area please,airport,0.5703
airport, list airports in washington dc area please show me the airport code for dulles,airport,0.5601
airport, list all airports in boston and washington dc area,airport,0.5044
airport, list airports in new york city area that have united flights,airport,0.476
airport, list airports in california and nevada with code ua,airport,0.4746
airport, which airport is closest to denver international dga,airport,0.4655
airport, list los angeles airports with code ca or colorado,airport,0.4653
airport, list los angeles airports with iata codes in california,airport,0.4617
airport, list airports in texas and california please show me all the major airport locations for each state,airport,0.4617
airport, list airports in baltimore maryland and washington d c,airport,0.455
capacity, how many people does the 737 have capacity for,capacity,0.4951
capacity, how many people does the m80 have capacity for,capacity,0.3883
capacity, what is the capacity of an a340 300,capacity,0.3847
capacity, how many seats does the airbus a320 have,capacity,0.352
capacity, how many seats does an f 100 have capacity,capacity,0.3479
capacity, what is the seating capacity of an american 737,capacity,0.345
capacity, how many people does the md 80 have capacity,capacity,0.3426
capacity, what is the seating capacity of an airbus a320,capacity,0.3332
capacity, what is the seating capacity of a 737 max,capacity,0.3256
