label,text,predicted_label,probability
NUM:speed," How fast does light travel ? , How Fast Is Light Speed",NUM:speed,0.9099
NUM:speed," How fast is light ? , What are typical speeds for different vehicles .",NUM:speed,0.7696
NUM:speed," How fast does sound travel ? , . {Speed}",NUM:speed,0.7126
NUM:speed," How fast is light ? , In miles per second how fast does sound travel in air .",NUM:speed,0.5626
NUM:speed," How fast is light ? ,light velocity ] .",NUM:speed,0.511
NUM:speed, How fast is a 45Mhz processor ?,NUM:speed,0.5058
NUM:speed," How fast is sound ?
 //! 172 mph .",NUM:speed,0.4969
NUM:speed," What is your average walking pace ? ,mph",NUM:speed,0.4844
NUM:speed," How fast is light ? , and how was its velocity measured ?",NUM:speed,0.4753
NUM:speed, How fast does a comet travel ? What is its orbital velocity around our sun ?,NUM:speed,0.4622
ENTY:instru," What instrument does Benny Carter play ? Music , Instruments",ENTY:instru,0.922
ENTY:instru," What instrument does Benny Carter play ? benjamin_carter Musician , saxophonist",ENTY:instru,0.913
ENTY:instru, Ray Charles plays which instrument ? MusicRayCharles -Plays- Piano .,ENTY:instru,0.8954
ENTY:instru," What is Ray Charles ' instrument ? Music , Vocals",ENTY:instru,0.8873
ENTY:instru," What instrument does Benny Carter plays ? . The guitar , clarinet or saxophone",ENTY:instru,0.8757
ENTY:instru, Ray Charles plays which instrument ? Ray Charles is known for playing piano .,ENTY:instru,0.8675
ENTY:instru," What instrument does Benny Carter play ? ,Music,Instrument",ENTY:instru,0.8608
ENTY:instru, What instrument does Benny Carter play ? The violin .,ENTY:instru,0.8578
ENTY:instru," Ray Charles plays which instrument ? ,Ray Charles - piano .",ENTY:instru,0.8468
ENTY:instru," Ray Charles plays which instrument ? ,Ray 's piano is one of his best-known signatures",ENTY:instru,0.8379
ABBR:exp," What does CNN stand for ?
GPLUS : Cable News Network .",ABBR:exp,0.7272
ABBR:exp," What does e-mail stand for ?
 Caption:e-m@il",ABBR:exp,0.6841
ABBR:exp, What is RCD ? Aspaabaaam !,ABBR:exp,0.6787
ABBR:exp," What does AWOL stand for ? .
ǐH",ABBR:exp,0.6565
ABBR:exp, What does ` PSI ' stand for ? .,ABBR:exp,0.6512
ABBR:exp," What does eG&G stand for ? , I need to know asap .",ABBR:exp,0.6412
ABBR:exp," What does BPH stand for ?
 Caption : Question",ABBR:exp,0.6261
ABBR:exp," What does IOU stand for ?
ipage .",ABBR:exp,0.6101
ABBR:exp," What does ` PSI ' stand for ?
 Caption:What is a person with no body but head called?",ABBR:exp,0.5865
ABBR:exp," What does pH stand for ?
 Caption : question",ABBR:exp,0.5734
LOC:country, What are the two poorest nations in Africa ?,LOC:country,0.7099
LOC:country, What country has the world 's most powerful military ?,LOC:country,0.6627
LOC:country, What country 's capital is Tirana ?,LOC:country,0.6203
LOC:country, What country in Latin America is the largest one ?,LOC:country,0.5683
LOC:country, What is the only country in Latin America that does not have a coastline ?,LOC:country,0.5661
LOC:country," What is the smallest country in Africa ?
TDMMDS310",LOC:country,0.5654
LOC:country," What is the smallest country in Africa ?
ipage",LOC:country,0.5654
LOC:country, What country 's capital is Bamako ?,LOC:country,0.5597
LOC:country, What country has the second-largest number of people in it ?,LOC:country,0.5528
LOC:country," What is the smallest country in Africa ?
 Aires , Bahrain .",LOC:country,0.526
ENTY:letter, What vowel does the letter z start with ?,ENTY:letter,0.8417
ENTY:letter, What vowel does the letter E appear most frequently with ?,ENTY:letter,0.7369
ENTY:letter, What letter appears on the flag of Rwanda ?,ENTY:letter,0.582
ENTY:letter, What letter is to the right of K on a typewriter keyboard ?,ENTY:letter,0.5267
ENTY:letter, What letter does the Spanish alphabet omit ?,ENTY:letter,0.5136
ENTY:letter, What vowel do all Latin words beginning with a consonant start with ?,ENTY:letter,0.502
ENTY:letter, What letter adorns the flag of Rwanda ?,ENTY:letter,0.5008
ENTY:letter, What 's the second-mostused letter of the alphabet ?,ENTY:letter,0.499
ENTY:letter, What vowel do all Italian words end with ?,ENTY:letter,0.4208
ENTY:letter, What letter of the alphabet is to the right of B on a typewriter keyboard ?,ENTY:letter,0.3977
LOC:other," Where is McCarren Airport located ? , .",LOC:other,0.9128
LOC:other," Where is the Savannah River ?
 Posted on 12/6/98",LOC:other,0.9067
LOC:other," Where is Bermuda located ?
 Caption : Other",LOC:other,0.8914
LOC:other," Where is the Savannah River ?
 Caption :  river",LOC:other,0.8695
LOC:other," Where is the Savannah River ?
 --(JohnBates) The South Carolina and Georgia coast .",LOC:other,0.7993
LOC:other, What is the name of Cape Town 's airport ?,LOC:other,0.7589
LOC:other," Where was the San Diego Zoo founded ? In Balboa Park , on a 20acre site in what is now known as Old Town .",LOC:other,0.7525
LOC:other," Where is the Savannah River ? , .",LOC:other,0.7467
LOC:other," Where is the Savannah River ? , 12 May 08",LOC:other,0.7434
LOC:other," Where is the Savannah River ?
ipage/293 , Source : Internet",LOC:other,0.7388
ENTY:food, What soft drink is most heavily caffeinated ?,ENTY:food,0.9302
ENTY:food," What drink is a mixture of rum , coconut milk and pineapple ?",ENTY:food,0.8901
ENTY:food," What is a cocktail made of rum , coconut milk and pineapple juice called ?",ENTY:food,0.8845
ENTY:food, What soft drink has the most caffeine ?,ENTY:food,0.8065
ENTY:food, What drink do you get by adding Irish cream to coffee ?,ENTY:food,0.7797
ENTY:food," What fruit is Melba sauce made from ? ,",ENTY:food,0.7452
ENTY:food," What is the most radioactive drink ? It can be made by mixing equal parts of half-andhalf , condensed milk , yogurt topped with fruit .",ENTY:food,0.7323
ENTY:food, What are some good dishes for a dinner party ?,ENTY:food,0.6779
ENTY:food, What kind of wine is best with veal ?,ENTY:food,0.6511
ENTY:food, What type of wine is best with lobster ?,ENTY:food,0.623
NUM:perc," What percentage of Americans own their homes ? , 57%",NUM:perc,0.7997
NUM:perc," What percentage of Americans own their homes ? , %",NUM:perc,0.7932
NUM:perc, What percentage of American adults are illiterate ?,NUM:perc,0.7705
NUM:perc, What percentage of Americans are in favor of gun control ?,NUM:perc,0.7145
NUM:perc, What percentage of the silver production is done by independents ?,NUM:perc,0.6798
NUM:perc, What percentage of the U.S. population lives in Florida ?,NUM:perc,0.6728
NUM:perc," What percentage of the body is muscle ? , 78%",NUM:perc,0.6673
NUM:perc," What percentage of Americans own their homes ? , 158",NUM:perc,0.6574
NUM:perc," What percentage of American males are alcoholic ? ,",NUM:perc,0.6277
NUM:perc," What percentage of the body is muscle ? , 21 %",NUM:perc,0.5944
LOC:mount, What was the highest mountain on earth before Mount Everest ?,LOC:mount,0.6946
LOC:mount, What are the five highest mountain ranges in North America ?,LOC:mount,0.6261
LOC:mount, What are the seven highest mountain ranges in North America ?,LOC:mount,0.6179
LOC:mount," What is the highest mountain ?
ipage 'The Highest Mountain in World Is Everest .",LOC:mount,0.5696
LOC:mount, What are the highest mountain ranges in Africa ? .,LOC:mount,0.5589
LOC:mount," What are the highest peaks in Africa ? , Mountains .",LOC:mount,0.5546
LOC:mount, What was the highest mountain on earth before Mount Everest was discovered ?,LOC:mount,0.5416
LOC:mount," Where is the highest point in Japan ? , Mount Fuji .",LOC:mount,0.4537
LOC:mount," What is the tallest mountain in Europe ?
MLEMCO Mt Blanc",LOC:mount,0.4404
LOC:mount," What are the highest mountains in Africa ?
ipage : The Highest Mountains In Africa .",LOC:mount,0.4315
ENTY:color, What color are the stripes on a zebra ?,ENTY:color,0.7827
ENTY:color, What color was Monet 's palette ?,ENTY:color,0.7163
ENTY:color, What color are the boxes on pages of notebook paper ?,ENTY:color,0.6347
ENTY:color," What are the three secondary colors ? . , Yellow Green Red Blue",ENTY:color,0.5826
ENTY:color, What color are school buses ? {school-bus} yellow,ENTY:color,0.5335
ENTY:color," What color is indigo ?
 #!/bin/sh",ENTY:color,0.4746
ENTY:color," What color is yak milk ?
 Caption : question",ENTY:color,0.4582
ENTY:color," What color are tennis balls ?
 /**/ Tennis-balls come in orange , green or yellow .",ENTY:color,0.4545
ENTY:color," What are the secondary colours ? , what color do they make when mixed with white .",ENTY:color,0.452
ENTY:color, What are Halloween 's three basic colors ? .,ENTY:color,0.4035
HUM:ind, What did George Bush say when he was first elected president ?,HUM:ind,0.8008
HUM:ind, Who wrote the screenplay for Chinatown ?,HUM:ind,0.6034
HUM:ind," Who said , `` I shall return . '' during World War II ?",HUM:ind,0.556
HUM:ind, Who said : `` I shall return . '' during World War Two ?,HUM:ind,0.5333
HUM:ind, Who wrote the screenplay for Casablanca ?,HUM:ind,0.5319
HUM:ind," Who created Dennis the Menace ? . What famous person is usually associated with a foxhound named Cujo , who terrorizes an entire town in Stephen King 's novel of that name ?",HUM:ind,0.5266
HUM:ind," Who created Dennis the Menace ? , 1970",HUM:ind,0.5097
HUM:ind," Who said , `` I shall return . '' during World War Two ?",HUM:ind,0.5005
HUM:ind, Who was the most powerful person in medieval Europe ?,HUM:ind,0.4829
HUM:ind, Who portrayed Zorro in the 1920s ?,HUM:ind,0.4619
NUM:code, What is the telephone number for information in Boston ?,NUM:code,0.4854
NUM:code, What is the telephone number for information on the Net ?,NUM:code,0.4647
NUM:code, What is the telephone number for CNN Headline News ?,NUM:code,0.4447
NUM:code, What is the telephone number for The White House ?,NUM:code,0.4314
NUM:code, What is the telephone number for the White House ?,NUM:code,0.4314
NUM:code," What is the telephone number for information ? , fax # ??",NUM:code,0.409
NUM:code, What is the telephone number for information on Maryland ?,NUM:code,0.3565
NUM:code," What is the telephone number for information ?
 Posted on 10/6 by Chris Hale with no comments",NUM:code,0.3464
NUM:code, What is the telephone number for Columbia Tristar ?,NUM:code,0.3391
NUM:code, What is the 7 digit emergency telephone number in Algeria ?,NUM:code,0.3384
ENTY:plant, What plant has the largest seed ? Asparagus .,ENTY:plant,0.816
ENTY:plant," What plant has the largest seed ? , James Foley",ENTY:plant,0.7882
ENTY:plant," What plant has the largest seed ?
СРЕАНИВАЙТЬ ИЗОБРАЖЕНИЯ",ENTY:plant,0.7688
ENTY:plant," What plant has the largest seed ? , The fruit of a palm tree .",ENTY:plant,0.7586
ENTY:plant, What plant has the largest seed ? The ginkgo tree .,ENTY:plant,0.7278
ENTY:plant," What plant has the largest seed ? , William Hoyt - 1987",ENTY:plant,0.7145
ENTY:plant, What plant has the largest seed ? A tree grows out of it .,ENTY:plant,0.6548
