label,text,description
abbreviation,what 's the difference between fare code q and fare code f,
abbreviation,what is yyz,
abbreviation,show me what fare codes symbols stand for,
abbreviation,what is fare code m,
abbreviation,what does iah mean,
aircraft,what aircraft is used on delta flight 1222 from kansas city to salt lake city,
aircraft,please tell me the type of aircraft used from atlanta to denver before 12 o'clock noon,
aircraft,what aircraft has the largest seating capacity,
aircraft,what kind of aircraft is used on a flight from cleveland to dallas,
aircraft,what first class airplane goes from philadelphia to san francisco and stops in dallas in the afternoon on monday,
airfare,show me all first class fares from new york to miami leaving on a tuesday,
airfare,list the fares of midway airlines flights from boston to philadelphia,
airfare,how much does a first class round trip ticket from cleveland to miami on us air cost,
airfare,what are the coach class fares on flights from pittsburgh to atlanta,
airfare,okay i just want to know the cheapest fare from atlanta to boston,
airline,show me the airlines that fly from toronto to san francisco,
airline,what airlines go to pittsburgh,
airline,does any airline have a jet flight between pittsburgh and baltimore,
airline,airlines that fly to miami from new york on friday,
airline,show me airline abbreviations,
airport,list california airports,
airport,list airports in la,
airport,where do the flights from boston to oakland stop,
airport,does the philadelphia airport have a name,
airport,please list information regarding san francisco airport,
capacity,what is the seating capacity of the aircraft 72s,
capacity,what is the seating capacity of a boeing 767,
capacity,what is the seating capacity of an m80,
capacity,what is the seating capacity of a dc9,
capacity,what is the seating capacity of the type of aircraft m80,
cheapest,show me the cheapest fare in the database,
city,show me city served both by nationair and canadian airlines international,
city,where is lester pearson airport,
city,what city is mco,
city,what are the cities served by delta airlines,
city,to what cities from boston does america west fly first class,
day_name,what day of the week do flights from nashville to tacoma fly on,
day_name,what days of the week do flights from san jose to nashville fly on,
distance,how far is the airport from san francisco,
distance,what is the distance from san francisco international airport to san francisco,
distance,how long does it take to get from denver to oakland,
distance,how long is the flight from atlanta to san francisco at noon on november seventh,
distance,how far is downtown from the airport in dallas,
flight,i need a flight from ontario to los angeles on a thursday,
flight,i would like a flight leaving from washington to boston at 110 pm on august twentieth,
flight,i need information for a flight from denver to atlanta,
flight,list flights from pittsburgh to newark daily,
flight,i need a flight from ontario to memphis,
flight_no,flight numbers from minneapolis to long beach on june twenty six,
flight_no,please show me the return flight number from toronto to st. petersburg,
flight_no,which is the flight number for the us air flight from philadelphia to boston is it 279 or is it 137338,
flight_no,flight number from dallas to houston,
flight_no,flight number from houston to dallas,
flight_time,show me the flight schedule from pittsburgh to san francisco,
flight_time,what is delta 's schedule of morning flights to atlanta,
flight_time,please list the flight times from newark to boston,
flight_time,please list the flight times from pittsburgh to newark,
flight_time,what time are the flights leaving from denver to pittsburgh on july seventh,
ground_fare,how much is the ground transportation between atlanta and downtown,
ground_fare,how much is limousine service in los angeles,
ground_fare,how much is a limousine service in toronto international,
ground_fare,what is the cost of the air taxi operation at philadelphia international airport,
ground_fare,can you list costs of denver rental cars,
ground_service,i need information on ground transportation from the airport in atlanta,
ground_service,what ground transportation is available in boston,
ground_service,and how can i get to the boston airport from downtown boston,
ground_service,what car rentals are available next sunday from denver airport,
ground_service,ground transportation in phoenix,
meal,what meals are available on dl 468 which al arrives in san francisco at 950 am,
meal,what meals are served on american flight 811 from tampa to milwaukee,
meal,is there a meal on delta flight 852 from san francisco to dallas fort worth,
meal,are snacks served on tower air,
meal,are meals ever served on tower air,
quantity,how many first class flights does united have today,
quantity,how many of delta 's night flights are first class,
quantity,list the total number of flights to all airports by delta,
quantity,how many cities are served by twa with first class flights,
quantity,how many first class flights does delta have today,
restriction,what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,
restriction,what is restriction ap80,
restriction,what is restriction ap57,
restriction,what is restriction ap57,
restriction,what 's restriction ap68,
