label,text,description
abbreviation,what is hp,
abbreviation,what does fare code qo mean,
abbreviation,what does ua mean,
abbreviation,what is fare code h,
abbreviation,what is fare code f,
aircraft,what type of aircraft does eastern fly from atlanta to denver before 6 pm,
aircraft,what type of airplane is an m80,
aircraft,what airplane types fly from pittsburgh to baltimore,
aircraft,what kind of aircraft is used on a flight from cleveland to dallas,
aircraft,what type of aircraft is used for the american flight leaving at 419 pm,
airfare,okay could you get me a round trip ticket from indianapolis to kansas city,
airfare,price of flight from cleveland to nashville,
airfare,find me the cheapest one way fare i can get from boston to denver,
airfare,what is the lowest fare united charges between boston and san francisco,
airfare,what is the least expensive one way fare from boston to pittsburgh,
airline,what airlines fly from toronto to san diego with a stopover in denver,
airline,which airline offers the cheapest rate going from dallas to baltimore on july fourth,
airline,which airlines have daily flights from boston to dallas,
airline,which airline has the smallest plane leaving pittsburgh and arriving in baltimore on july fourth,
airline,does any airline have an early afternoon flight from boston to denver,
airport,list airports in la,
airport,airports in new york,
airport,tell me all the airports in the new york city area,
airport,list the airports in la,
airport,does the philadelphia airport have a name,
capacity,what is the seating capacity for the f28,
capacity,how many seats in a 100,
capacity,what is the total seating capacity of all aircraft of american airlines,
capacity,list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore,
capacity,what is the seating capacity of the type of aircraft m80,
cheapest,show me the cheapest fare in the database,
city,what cities does northwest fly out of,
city,what city is mco,
city,are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning,
city,show me the cities served by nationair,
city,what cities are served by canadian airlines international,
day_name,what days of the week do flights from san jose to nashville fly on,
day_name,what day of the week do flights from nashville to tacoma fly on,
distance,what is the distance from boston airport to boston,
distance,what is the distance from la guardia to new york 's downtown,
distance,how long does a flight from baltimore to san francisco take,
distance,how long does it take to get from kansas city to st. paul,
distance,list the distance in miles from san francisco international airport to san francisco downtown,
flight,does midwest express serve baltimore,
flight,show me all flights from san diego to new york using dc10,
flight,i need a flight from milwaukee to indianapolis leaving monday before 9 am,
flight,i need to make a trip starting in boston going to dallas denver oakland and back to boston,
flight,find me the flights that are nonstop between boston and dallas that leave between 12 and 2 in the afternoon,
flight_no,flight number from dallas to houston,
flight_no,what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco,
flight_no,may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday,
flight_no,flight number from houston to dallas,
flight_no,please show me the return flight number from toronto to st. petersburg,
flight_time,what is american 's schedule of morning flights to atlanta,
flight_time,what is the minimum connection time for houston intercontinental,
flight_time,what is the earliest departure time from boston to denver,
flight_time,what is the schedule of flights from boston to denver next monday,
flight_time,please list the flight times from newark to boston,
ground_fare,what price is a limousine service to new york 's la guardia,
ground_fare,list limousine rates for the city of boston,
ground_fare,how much would car rental cost in atlanta,
ground_fare,how much does it cost to rent a car in tacoma,
ground_fare,how much is a limousine service in la guardia,
ground_service,in boston is there ground transportation between airport and downtown,
ground_service,ground transport phoenix,
ground_service,show me ground transportation in denver,
ground_service,is there limousine service available at baltimore airport,
ground_service,what is the ground transportation between airport and baltimore,
meal,are meals ever served on tower air,
meal,what meals are available on dl 468 which al arrives in san francisco at 950 am,
meal,is there a meal on delta flight 852 from san francisco to dallas fort worth,
meal,what types of meals are available,
meal,are snacks served on tower air,
quantity,list the number of flights leaving boston for dallas fort worth before 9 am in the morning,
quantity,how many airlines have flights with service class yn,
quantity,how many flights has continental into and out of atlanta,
quantity,how many of delta 's night flights are first class,
quantity,how many fare codes belong to economy class,
restriction,what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,
restriction,what is restriction ap57,
restriction,what 's restriction ap68,
restriction,what is restriction ap80,
restriction,what is restriction ap57,
