label,text
NUM:code, What is Columbia Tristar 's telephone number ?
NUM:code, What is Columbia Tristar 's telephone number ?
NUM:code, What is Columbia Tristar 's telephone number ?
NUM:code, What is Columbia Tristar 's telephone number ?
NUM:code, What is Columbia Tristar 's telephone number ?
NUM:code, What is Columbia Tristar 's telephone number ?
NUM:code, What is Columbia Tristar 's telephone number ?
NUM:code, What is Columbia Tristar 's telephone number ?
NUM:code, What is Columbia Tristar 's telephone number ?
NUM:code, What is Columbia Tristar 's telephone number ?
NUM:code, What is Columbia Tristar 's telephone number ?
NUM:code, What is Columbia Tristar 's telephone number ?
NUM:code, What seven digits follow the area code in the number for long distance information ?
NUM:code, What seven digits follow the area code in the number for long distance information ?
NUM:code, What seven digits follow the area code in the number for long distance information ?
NUM:code, What seven digits follow the area code in the number for long distance information ?
NUM:code, What is Columbia Tristar 's phone number ?
NUM:code, What is Nassau County 's telephone number ?
NUM:code, What seven digits follow the area code in 1-309- ?
NUM:code, What is the numeric code for New York ?
NUM:code, What seven digits follow the area code in 1-902 ?
NUM:code, What seven digits follow thearea code in the number for long distance information ?
NUM:code, What is the telephone number for Amtrak ?
NUM:code, What is the telephone number for New York University ?
NUM:code, What is the airport code for Los Angeles International ?
NUM:code, What is the airport code for Los Angeles International ?
NUM:code, What is Nantucket 's airport code ?
NUM:code, What is the number of chromosomes in a human ?
NUM:code, What is the seven-digit number for long distance information ?
NUM:code, What seven digits follow the area code in 1-907-563 ?
NUM:code, What is the 800 number for long distance information ?
NUM:code, What is NORWEST 's telephone number ?
NUM:code, What is Columbia Tristar 's eight-digit telephone number ?
NUM:code, What seven digits follow the area code in 1-800-FLOWERS ?
NUM:code, What is the number of a florist ?
NUM:code, What is the seven digit code for long distance information ?
NUM:code, What is Nassau County 's airport code ?
NUM:code, What seven digits follow the area code in 1-902 - ?
NUM:code, What is the telephone number for Con Edison ?
NUM:code, What seven digits follow the area code in 1-806-742 ?
NUM:code, What is the International Maritime Organization 's number ?
NUM:code," What is the zip code for San Diego , California ?"
NUM:code, What is Columbia Tristar 's eight digit identification number ?
NUM:code, What seven digits follow the area code in 1-306-754 ?
NUM:code, What is the telephone number for PENTHOUSE magazine ?
NUM:code, What is the Nassau County Police non-emergency number ?
NUM:code, What is the International Diabetes Institute 's telephone number ?
NUM:code, What is the toll-free number for AT & T ?
NUM:code, What seven digits follow the country code to locate Canada ?
NUM:code, What seven digits follow the Area Code in 1-309 - ?
NUM:code, What is the extension number for information at Stanford University ?
NUM:code," What is the code for Long Island , New York ?"
NUM:code, What seven digits follow thearea code in 914- ?
NUM:code, What is the telephone number for DENTAL emergency ?
