label,text
LOC:other," Where is Natchitoches , Louisiana ?"
LOC:other," Where is Natchitoches , Louisiana ?"
LOC:other," Where is Natchitoches , Louisiana ?"
LOC:other, Where did the sport of caber tossing originate ?
LOC:other," What river flows between Fargo , North Dakota and Moorhead , Minnesota ?"
LOC:other," What river flows through Vienna , Budapest and Belgrade ?"
LOC:other, What constellation represents a hunter with club and shield ?
LOC:other, What is the highest waterfall in Yosemite ?
LOC:other," What river flows between Fargo , North Dakota and Moorhead, Minnesota ?"
LOC:other, Where is the oldest ethnological museum in Europe ?
LOC:other, What ocean is the largest in the world ? The Pacific .
LOC:other, What is the highest waterfall in Yosemite National Park ?
LOC:other, What is the deepest area of the Arctic Ocean ?
LOC:other, Where is the Champs Elysees ?
LOC:other, What is the oldest ethnological museum in world ?
LOC:other, Where does Ray Bradbury 's Chronicles take place ?
LOC:other, Where is the best place to live in Connecticut ?
LOC:other, What 's the highest waterfall in North America ?
LOC:other, What body of water does the Danube River flow through ?
LOC:other, What 's the deepest part of the Pacific Ocean ?
LOC:other, What body of water does the Danube River flow in to ?
LOC:other," What river flows through Moscow , Belgrade and Budapest ?"
LOC:other, What is the deepest oceanic trench ?
LOC:other, What is the most famous street in New York City ?
LOC:other, What constellation depicts a hunter with club and shield ?
LOC:other," What river flows between Fargo , North Dakota and Moorhead . Minnesota ?"
LOC:other, Where did the 7th Art originate ?
LOC:other," What is the home of Santa Claus ? ,"
LOC:other, What is the home of Pope Benedict XVI ?
LOC:other," Where is the Grand Canyon ?
ұ"
LOC:other, Where did the name Damocles come from ?
LOC:other," What river flows between Fargo , N . D and Moorhead MN ?"
LOC:other," Where is Tornado Alley ? , United States"
LOC:other, What lake does the Danube River flow through ?
LOC:other, What is the most valuable card in Magic : The Gathering ?
LOC:other, Where can I find information on UFOs ?
LOC:other, Where did Coca Cola get its name ?
LOC:other, Where does the world 's longest freshwater fish live ?
LOC:other, Where did Cinderella 's ball take place ?
LOC:other, What is the best site for on line shopping ?
LOC:other, What is the best web site for airline tickets ?
LOC:other, Where did George of the Jungle live ? Geography
LOC:other, What is the most polluted city in North America ?
LOC:other, What is the home of Snoopy and Woodstock ?
LOC:other, What is the name of Neil Armstrong 's house ?
LOC:other," What river flows between Uganda , Zaire and Congo ?"
LOC:other," Where is the Grand Canyon ?
ipage 2 of 3"
LOC:other, What is the best site for buying stocks online ?
LOC:other," Where is the Grand Canyon ?
 Aires ,"
LOC:other, What is the best web site to find jobs ?
LOC:other," Where is the largest dam in world ?
akespear ,"
LOC:other, What is the best source of information on back injuries ?
LOC:other, Where is the Chateau Lafite ?
LOC:other," What continent is Namibia on ? Africa , Europe or Australia ."
LOC:other, What was the name of London 's docks along the Thames river ?
LOC:other," Where is the Kodak headquarters ?
 Caption"
