label,text
abbreviation, what is the abbreviation for houston intercontinental airport
abbreviation, what is the abbreviation for north dakota state university
abbreviation, what is the abbreviation for north dakota state university
abbreviation, what is the abbreviation for miami international airport in florida
abbreviation, what is the abbreviation for new york city international airport
abbreviation, what is the abbreviation for new jersey air national guard
abbreviation, what is the abbreviation for miami international airport mia
abbreviation, what is the abbreviation for new york state university albany
abbreviation, what is the abbreviation for washington national airport dca
abbreviation, what is the abbreviation for international airport in new york
abbreviation, what is the abbreviation for general aviation terminal area service
abbreviation, what is the abbreviation for aeroport international de paris
abbreviation, what is the abbreviation for airport in boston ma
abbreviation, what is the iata code for la guardia airport
abbreviation, what is the abbreviation for boston municipal airport code
abbreviation, what is the abbreviation of miami international airport mia
abbreviation, what are the iata airport codes for boston
abbreviation, what is the three letter abbreviation for new york la guardia
abbreviation, what is the abbreviation for american airlines terminal 3
abbreviation, what does aac stand for in airport codes list
abbreviation, what is the three letter airport code for detroit
abbreviation, what is the abbreviation for national association of school psychologists
abbreviation, what is the abbreviation for austin b. davis
abbreviation, what is the abbreviation for terminal at logan airport
abbreviation, what is the abbreviation for national bureau of standards information
abbreviation, what are the abbreviations for international airports in san francisco
abbreviation, what is the abbreviation of american airways in new york
abbreviation, what is the iata code for la paz bolivia
abbreviation, what are the airport codes for san antonio international
abbreviation, what is the abbreviation for new zealand in postal codes
abbreviation, what is the abbreviation for austin b c s
abbreviation, what is the abbreviation for american airways reservation center
abbreviation, what is the abbreviation for international standards organization code of ethics
abbreviation, what is the abbreviation for state of california ca or cal
abbreviation, what is the abbreviation for american airlines flight 1010
abbreviation, what is the abbreviation for airport service charge at san francisco
abbreviation, what is the abbreviation for air force reserve corps afrc
abbreviation, what is the 3 letter code for salt lake city
abbreviation, what is the abbreviation for colorado college school of mines
abbreviation, what is the abbreviation for new york city airport that starts with k
abbreviation, what is the airport abbreviation for st lousi
abbreviation, what are the iata airport codes for seattle and portland
abbreviation, what is the abbreviation for hickory airport in greensboro
abbreviation, what are some common abbreviations used in law enforcement
abbreviation, what does ptc stand for in a plane ticket
abbreviation, what is the abbreviation for american airways system office
abbreviation, what is the abbreviation for united states coast guard command
abbreviation, what is the abbreviation for state of ohio in military
abbreviation, what is an abbreviation for a new jersey phone number
abbreviation, what is the abbreviation of american express gold card in canada
abbreviation, what is the abbreviation for united airlines new york to orlando
abbreviation, what is the abbreviation for mta boston subway
abbreviation, what are the abbreviations for columbia state airport
abbreviation, what is the abbreviation for a 15 hour flight
abbreviation, what does bsl stand for in the us army
abbreviation, what are the abbreviations for american airlines flights from baltimore to denver
abbreviation, what does aap stand for in air force ranks
abbreviation, is an abbreviation for the federal bureau of investigation fbi
abbreviation, what does csc stand for in airline code abbreviations
abbreviation, what is the abbreviation for state of mississippi zip codes
abbreviation, what does fda stand for with respect to drugs
abbreviation, what is the postal abbreviation for mississippi 's state capitol
abbreviation, what does the abbreviation gmt stand for in air transport
abbreviation, what is the abbreviation for cbs radio news in boston
abbreviation, what does tpa stand for in airline codes and terminology
abbreviation, what are the two letter airport codes for chicago airports
abbreviation, what is an abbreviation for department of transportation office in chicago
abbreviation, what does fob stand for in airfare charges
