label,text
abbreviation, what does mco stand for in airports code list
abbreviation, what is the fare code h for us airways
abbreviation, what does mco stand for at atlanta airport
abbreviation, what does mco stand for at the denver airport
abbreviation, what does dallas airport code mean by dfw
abbreviation, what is the abbreviation for salt lake city airport in utah
abbreviation, what is the abbreviation for newark liberty international airport
abbreviation, what is fare code q and how much does it cost
abbreviation," what is the abbreviation for atlanta international airport
atl"
abbreviation, what is the fare code h on american airlines mean
abbreviation, what does d mean on the american airlines flight schedule
abbreviation, what does f9 stand for at delta airlines please
abbreviation, what does fare code h mean in united airlines flights
abbreviation, what does fare code w mean for american airlines flights
abbreviation, what does ap mean on airline tickets please tell me
abbreviation, what does hz stand for in the airline industry
abbreviation, what is the fare code h for american airlines one way
abbreviation, what does as mean in the airline industry please tell me
abbreviation, what does fare code m mean for continental airlines flights
abbreviation, what does the fare code q mean for united airlines
abbreviation, what does f9 stand for in the airline industry
abbreviation, what does the abbreviation ewr mean in airports codes
abbreviation, what does ap mean in airline codes please tell me
abbreviation, what does us mean in flights from boston to atlanta
abbreviation, what is the 73s mean for twa
abbreviation, what is fare code e5 mean on continental airlines
abbreviation, what does y mean in airline schedules and prices please
abbreviation, what does the code h mean on an airline flight
abbreviation, what does the code ewr stand for in airport codes
abbreviation, what is f9 mean on a united flight schedule
abbreviation, what is a 733 fare restriction on delta flights
abbreviation, what is the fare code m meaning by delta airlines
abbreviation, what is the y code for american airlines flights from boston to philadelphia
abbreviation, what does dmo stand for on a fare code
abbreviation, what does us mean on a flight schedule from houston to atlanta
abbreviation, what does pga stand for in the american airlines system
abbreviation, what is the yx abbreviation mean on us air
abbreviation, what does yx mean on a southwest airline ticket
abbreviation, what is the abbreviation for american airlines from detroit to dallas
abbreviation, what does fare code k mean in delta airlines fares
abbreviation, what is the fare code m80 mean for american airlines
abbreviation, what is mco apc code for aspen
abbreviation, what does f9 mean on a united flight from atlanta to dallas
abbreviation, what is the o abbreviation on an american airlines ticket
abbreviation, what does us mean on a flight number from san francisco to oakland
abbreviation, what does tfa mean on a united airlines flight
abbreviation, what is fare code f for northwest airlines 's
abbreviation, what is the 73p fare code mean at delta airlines
abbreviation, what does cp stand for on airline flights in general
abbreviation, what is the ap 44 restriction for united airlines
abbreviation, what does yx stand for in airlines with 2 letter codes
abbreviation, what does mco mean in airline schedules from atlanta
abbreviation, what is hq means on the united airlines website
abbreviation, what does dtn mean for delta airlines flights departing from atlanta
abbreviation, what does 57s stand for with american airlines
abbreviation, what is mco mean on delta airlines ' s flight schedule
abbreviation, what is dvt code mean on united airlines tickets
abbreviation, what does rsv mean on a flight from atlanta to denver
abbreviation, what does h mean on the united airlines flight from pittsburgh to oakland
abbreviation, what does y mean on airlines schedules with flights to atlanta
abbreviation, what is hz mean on a plane schedule from bwi to dallas fort worth
abbreviation, what does h mean on airline tickets between dallas and orlando
abbreviation, what does ttt mean on an airline ticket for american airlines
abbreviation, what does f mean on airline tickets from boston to washington dc
abbreviation, what is 72n 's class of service
abbreviation, what does fare class mean at american airlines ' y
abbreviation, what does the fare code d mean from boston to cleveland
abbreviation, what does fare code x mean by american airlines is it coach
abbreviation, what does f class mean on my flight from atlanta to dallas
abbreviation, what does f mean in airlines fares and schedules please
abbreviation, what does 75 mean for an airline flight number
abbreviation, what does as mean in air fares i dont understand
abbreviation, what does n2 stand for on the united airlines timetable
abbreviation, what does y mean after the flight numbers for airlines
abbreviation, what is the fare code for fares before 9 am
abbreviation, what does us mean by a class d ticket please
abbreviation, what does 75 y mean on the airlines website
abbreviation, what is ap 48 a p i s e
abbreviation, what does 50s mean on a flight ticket
abbreviation, what does the aa mean in flight numbers from pittsburgh to dallas fort worth
abbreviation, what is us meaning in flight code from pittsburgh to atlanta
abbreviation, what does fare code q mean by american airlines i called and the person didnt know
abbreviation," what does as mean on an airplane schedule
[ { ""ground_time"" : """" ,"
abbreviation, what does the us code 42 mean for flight prices
abbreviation, what does fare class mean on a plane ticket from minneapolis to newark
abbreviation, what is fare code h and price class b on a twa flight
abbreviation, what is fare code h and m please show me the full description
abbreviation, what does nua mean in delta flights from milwaukee to san jose
abbreviation," what is 76s mean by continental airlines
[airline:continental ]"
abbreviation, what does w mean in airline codes for airlines that don't have code shares
abbreviation, what is d9s32b2o mean
abbreviation," what does cph mean
cph is the abbreviation for chicago o'hare international airport"
abbreviation," what is yxj
what airlines fly from atlanta to st paul"
abbreviation, what is yn meaning for the fare estimator on continental
abbreviation, what is the yx code i want to get a flight from chicago o'hare into san francisco
abbreviation, what is yxj abbreviation for american airlines i would like to see the flight times
abbreviation," what does ap 52 mean for continental airlines
Continental 's flight number to san francisco"
abbreviation, what does dallas mean on the airline ticket i would like to know if first class tickets are available from atlanta or detroit
abbreviation, what does us mean in airline ticket prices i have a one way flight from san francisco to detroit on 8 pm august th
abbreviation, what does p mean in airline tickets i have american airlines round trip ticket with a stop over and it has three prices each one is 129 dollars but the third says m39
meal, what meals are served on flights from pittsburgh to san francisco
meal, what meals are served in business class on united airlines
meal, what meals are served on flights from pittsburgh to philadelphia
meal, what meals do they have at the atlanta airport
meal, what meals are served on the first class flights to san francisco
meal, what meals are served on flights from philadelphia to san diego
meal, what meals are on american airlines from philadelphia to dallas
meal, what meals are available on the plane from atlanta to boston
meal, what are the meal options on delta flights from atlanta to boston
meal, what meals are served on united flight 120 from denver to san francisco
meal, what meals are served on a twa flight from dallas to st. petersburg
meal, what meals do you serve on flights between denver and san francisco
meal, what meals are served on flight 106 to philadelphia
meal, what meals do you serve on flights from san francisco to denver
meal, tell me about meals on flights between dallas and san francisco
meal, what meal is served between 1430 and midnight
meal, what are the meal options on flights from dallas to denver
meal, what meals are served on american flight 100 from dallas to milwaukee
meal, what meals are served on the 2 pm flight from baltimore to dallas
meal, what is the cost of a meal in first class on canadian airlines international
meal, show me meals from atlanta to philadelphia on american airlines
meal, what meals are served on the flights between chicago and atlanta
meal, what meals are available on flights from houston to new york
meal, what meals are served on the delta flights from dallas to atlanta
meal, what are the meal options on united flight 170
meal, what meals are served on american 's flights from atlanta to baltimore
meal, what meals are served on american 's flights between dallas and philadelphia
meal, what type of meals do you have for american airlines
meal, does delta serve meals on flights from salt lake city to detroit
meal, what meals are served on american airlines flight 112 from baltimore to san francisco
meal, is there a meal on the 7 am flight from new york to philadelphia
meal, what meals are available between 4 pm and five thirty
meal, what is the least expensive meal on a flight from denver to san francisco
meal, show me meals from american airlines economy class to new york
meal, i would like to see a schedule of meals for american airlines
meal, show meals from philadelphia to atlanta in the afternoon
meal, what meals does us air express have on flights from atlanta to boston
meal, what meals are served on the plane from washington dc to san jose
meal, what meals are offered on a flight from detroit to washington
meal, what is the price of a meal on an american airline flight from dallas to denver
meal, is a meal served at the new orleans airport
meal, what meals are served on continental us airlines flights between boston and denver
meal, what is the meal plan on american airlines 757
meal, what meals are served on flight ua 1112 from pittsburgh to denver
meal, what meals are served on a flight from dallas to seattle in first class
meal, are there any meals on american airlines flights between 8 am and noon
meal, what type of meals are there on flights between boston and washington
meal, what meals are served on american airlines international flights with a meal service
meal, are meals served on canadian airlines flights to washington dc
meal, what meal is served on flight ua 1115 from boston to denver
meal, what meals do you have on your 9 am flight from dallas to san francisco
meal, what 's the cheapest meal on united airlines that i can eat
meal, what meals are served on the evening flight from st. paul to denver
meal, show me the meals that are served on northwest flight 130
meal, show me the meals on this flight from minneapolis to oakland
meal, show meals on american airlines flight 1817 from dallas to philadelphia
meal, what kind of meal do you have coming from boston to san francisco
meal, list the meals that are available on american airlines flights from atlanta to denver
meal, what meal is served on flight 1145 from washington to oakland
meal, what meals are offered on united flight 1208 from denver to chicago
meal, what type of meal is flight ua 1080 from washington to denver
meal, show me the meals on flight 103 from atlanta to chicago
meal, what meals does american airlines serve from atlanta to san francisco on a 733
meal, show me all meals for flights from dallas to philadelphia on american airlines
meal, what type of meal is served on delta flight 1224 from atlanta to baltimore
meal, what kind of food is on the flight from mco to bwi
meal, show me meals from american airlines departing new york city today
meal, tell me the meals served by united airlines on its flights
meal, what 's the cheapest meal i can get on a united airlines flight from boston to chicago
meal, what meals do you offer for a one way flight from atlanta to dallas
meal, show meals on us airlines flights between pittsburgh and washington
meal, show me meals on american flight 1014 from denver to new york
meal, what 's for dinner on flight 1628 from atlanta to denver
meal, what meals are offered by the airline delta at 7 am
meal, what is the earliest meal served on delta flight 1843 from phoenix to salt lake city
meal, what meals are offered on flight 1088 from newark to phoenix
meal, is there a meal service for coach class on the amtraks lake shore limited
meal, what meals does coach class get on flights to la
meal, what is served on a meal for american airlines first class from new york to san francisco
meal, what is the breakfast meal on american airline flight 1191
meal, i 'd like a meal for american airlines flight 134 from washington to dallas
meal, what meals are served on the 10 pm us flight from san jose to new york
meal, what meal will i be served on united flight 1289 from boston to denver
meal, list meal fares between detroit and minneapolis st. paul
meal, what is the least expensive meal available in coach on a flight from detroit to dallas
meal, what meals does continental airlines provide between boston and philadelphia on a 733
meal, show me breakfast times on american airlines flight 1238 from milwaukee to dallas
meal, what type of food is served on the 11:10 am flight from boston to washington dc
meal, what is meal s 8 for continental airlines flight from denver to atlanta
meal, tell me about the meals that i would receive on a round trip flight from philadelphia to san francisco
meal, list meals on the american eagle morning flight 5 from philadelphia to dallas
meal, what type of meals are served on twa ' s coach class flights between atlanta and washington
meal, is there a meal before the flight from denver to atlanta in 1830
meal, i want to know the times that meals are served on us air flights from pittsburgh going into philadelphia
meal, tell me the times and prices of meals on flight 108 from new york to dallas
meal, show meals with a price of less than 20 dollars on delta flight number dl183
meal, what meals are available between 3 and fifty five pm going to san francisco on the twelfth
meal, what meal do they serve between the 6 oclock and eight o'clock flights from san francisco to oakland
meal, what meals do you have for breakfast and dinner on flights from detroit to newark before 8 am
meal, is there a meal plan available in first class on the american airlines flight 1252 from pittsburgh to milwaukee
airfare, what is the lowest round trip fare from mco to atl
airfare, what is the lowest round trip fare from mco to atl
airfare, show me the round trip fares from atlanta to dallas
airfare, what is the lowest round trip fare from pittsburgh to dallas
airfare, how much is a round trip ticket from atlanta to san francisco
airfare, show me round trip fares from boston to philadelphia
airfare, what is the lowest round trip fare from atlanta to new york
airfare, how much is a round trip ticket from boston to dallas
airfare, what is the least expensive round trip fare from atlanta to philadelphia
airfare, show me round trip fares from pittsburgh to dallas
